Accession,Binds,Source,Binds_prob,Binds_predicted
FJ882944,1,Train,0.9998269183572477,1
AXK47352,0,Train,0.000605297117158869,0
AY394979,1,Train,0.9996847263475686,1
AKJ21905,0,Train,6.421510712433433e-05,0
QGJ02389,0,Train,0.0002675102257180522,0
QHD43124,0,Train,0.00010713836040850026,0
AGT51690,1,Train,0.9971741187645453,1
QCQ19918,0,Train,5.2373105962328506e-05,0
JX993987,0,Train,0.018897333308871063,0
AQX36342,0,Train,0.0003793007876899959,0
AIV41789,1,Train,0.9275943570698043,1
AQT26498,0,Train,0.04906969751117253,0
QCQ19990,0,Train,0.00046697055923424,0
AFV46344,0,Train,0.00018978710235364164,0
AGT51630,1,Train,0.9980510243954783,1
AKP80589,0,Train,0.0001391975951286507,0
YP_003858584,0,Train,0.2450181905462405,0
YP_009201730,0,Train,0.01901375960857698,0
AHN64774,1,Train,0.7768740043530201,1
MT040334,1,Train,0.9398472131787827,1
MT121216,1,Train,0.8741698545423491,1
AGH58717,1,Train,0.9233748465682042,1
AFH55111,0,Train,0.0012841566998699112,0
AIF73529,0,Train,0.0002867293605971957,0
AXE71621,0,Train,3.5412401780168703e-06,0
AYR18442,0,Train,0.0013177355982489133,0
AVN89365,0,Train,0.7768785467654897,1
AWH65899,1,Train,0.8358769306526138,1
ALM31944,0,Train,6.758722702995552e-05,0
AGT51790,1,Train,0.9993211728819468,1
ASU90857,1,Train,0.9102595635275187,1
QOU08585,1,Train,0.938250349118593,1
QHQ97044,0,Train,0.0001239833643480114,0
AKJ22127,0,Train,7.745655736180962e-05,0
AY351680,1,Train,0.872067633436338,1
QKV43781,0,Train,5.270054216963645e-05,0
GQ153543,0,Train,0.015652773197513615,0
AZP73840,1,Train,0.9986958989209944,1
ABD75497,1,Train,0.9952224898881767,1
AVU05389,0,Train,9.094116955808377e-05,0
AWK59931,1,Train,0.9904863744225527,1
AIV41801,1,Train,0.999455960137809,1
AYR18499,0,Train,0.0004987000217832948,0
AQN78744,1,Train,0.9997394322352567,1
QKV43713,0,Train,0.0001284451031915842,0
ACN89705,0,Train,0.0004242835578149309,0
AVU05424,0,Train,7.823668812448934e-05,0
QGA70702,0,Train,0.03314225485278929,0
AIV41921,1,Train,0.9995746004418893,1
ASU90373,1,Train,0.9090925873895656,1
ADM33574,0,Train,0.003698935428910812,0
ANA67920,0,Train,7.585928546542695e-05,0
ALM31932,0,Train,5.75675347187252e-05,0
QGQ60294,0,Train,5.825280925456699e-05,0
QCQ19954,0,Train,0.00023487451908472544,0
ASR18946,0,Train,0.009107206631653805,0
KJ473813,0,Train,0.0013867717231826624,0
AYR18652,0,Train,0.0036739053339762597,0
AY429075,1,Train,0.999798423297045,1
QBM00061,0,Train,0.0011337694165135094,0
AY572037,1,Train,0.9998008405588309,1
ASU89955,1,Train,0.9438789961045501,1
ASL68953,1,Train,0.8517643540827946,1
AGT51491,1,Train,0.9996570821803062,1
AKJ21929,0,Train,3.1907393474561864e-05,0
DQ412622,1,Train,0.9921776751752754,1
QOE77268,0,Train,3.7747235749119536e-06,0
AGT51800,1,Train,0.9992019898950856,1
AYR18579,0,Train,0.011171823481981289,0
AY687354,1,Train,0.9997765899638396,1
ASU90307,1,Train,0.9508267399164927,1
ASU90791,1,Train,0.9220257270436358,1
AIK69675,0,Train,6.337447124175553e-05,0
YP_209233,0,Train,0.00038151814793399417,0
AVV64341,0,Train,0.12100705873416717,0
AFO11507,0,Train,0.027553282243566304,0
AGT51561,1,Train,0.8837864168177684,1
ADL71466,0,Train,1.3614030659473915e-07,0
AKJ21815,0,Train,9.211801341523496e-05,0
AMQ48993,1,Train,0.9048989277080106,1
AYR18418,0,Train,0.012714514428275665,0
ASA40109,0,Train,0.00018105445402340673,0
ATN37896,0,Train,0.001055339445642041,0
FJ882956,1,Train,0.999825143865186,1
QBF80488,1,Train,0.9503595516732143,1
AUG98130,0,Train,5.436982999556864e-07,0
AY394985,1,Train,0.9997880990114937,1
APH81306,0,Train,0.00014206635535661357,0
AZS52618,1,Train,0.9914659376068446,1
KY417142,0,Train,0.007875612033736434,0
AMD11197,0,Train,3.4730825256044193e-06,0
ABD75513,1,Train,0.969854783146532,1
ANA67921,0,Train,9.003437792138502e-05,0
MT799521,1,Train,0.8821983061846428,1
ARA15421,1,Train,0.9984009314528062,1
DQ412599,1,Train,0.9921794417573229,1
ANI85818,0,Train,0.00016377992206894826,0
AY429076,1,Train,0.9998307283428838,1
QCQ19870,0,Train,6.910720884808228e-05,0
QLE11825,0,Train,0.0005700085839179854,0
QCQ19876,0,Train,0.0002241422529032547,0
ALD51904,1,Train,0.9279589473588681,1
YP_001039953,1,Train,0.8587415503151686,1
QLH02028,0,Train,0.00028175534305582275,0
AQN78768,1,Train,0.9991284869757544,1
GQ153544,0,Train,0.03002728752800713,0
ABD75625,1,Train,0.9752812146937375,1
QKV43823,0,Train,5.9616199774774556e-05,0
AVI15000,0,Train,0.152596725596431,0
AKJ21851,0,Train,0.00010923025832264311,0
ANI85752,0,Train,6.873860218077824e-05,0
AGT21367,1,Train,0.9967794236766478,1
QJF53986,0,Train,0.0011290569321093413,0
ASU90516,1,Train,0.9326020881360079,1
ASU90362,1,Train,0.9668549553946663,1
AYR18412,0,Train,0.0005789965461238893,0
ANA67914,0,Train,0.00014289114819369627,0
AHA38139,0,Train,8.296368682432209e-05,0
ACT10896,0,Train,1.33576837760371e-05,0
KF569997,0,Train,0.869022215287115,1
QCT24237,0,Train,0.001023409145345245,0
AWH65910,0,Train,0.015495042046505337,0
ABG47052,0,Train,0.8790927149398134,1
YP_003029848,0,Train,3.057173530547936e-05,0
QAY31031,0,Train,0.00011027509449450622,0
AVU05480,0,Train,5.761840489587788e-05,0
ATY72306,0,Train,0.00012910653415360154,0
AY304486,1,Train,0.9997482024484442,1
AKJ21761,0,Train,8.659759530819288e-05,0
AVK87340,1,Train,0.9262719874190585,1
QOU08497,1,Train,0.933525857774257,1
FJ882960,1,Train,0.9997790714385786,1
AXN73370,1,Train,0.9427978106697732,1
AFR54326,0,Train,0.00022669937801218594,0
AMN88694,1,Train,0.9918783913924348,1
AKC34872,0,Train,9.537782372088049e-05,0
ASA69724,0,Train,9.476095350132185e-05,0
AFE48805,0,Train,0.16213768160880115,0
QCQ19978,0,Train,0.00047699569117714804,0
JX993988,0,Train,0.00701365841062806,0
AFD98778,1,Train,0.9899693917675576,1
AKH45344,0,Train,0.00044007780155993733,0
ASU45719,1,Train,0.9304910433935691,1
AID56787,0,Train,5.701324020467506e-05,0
AVU05403,0,Train,7.647014791445414e-05,0
AYR18406,0,Train,0.002313099699329699,0
AJP67402,0,Train,9.913403202269281e-05,0
AKJ22175,0,Train,0.00011479063164940526,0
ALL26396,1,Train,0.9505138481449097,1
AJP67420,0,Train,6.683414308668141e-05,0
ANI85800,0,Train,0.0003114235770857384,0
QCQ19882,0,Train,0.00010177697042594957,0
AYR18537,0,Train,0.007529215789296634,0
ABD75609,1,Train,0.991653705844502,1
AKJ22061,0,Train,6.45834219737348e-05,0
AKN24812,1,Train,0.9579809622142922,1
AID57087,0,Train,8.25495459654092e-05,0
AZL47192,0,Train,2.5475001811556512e-05,0
JX162087,1,Train,0.9998679621145253,1
ABP38243,0,Train,0.18086207435324467,0
AHN64783,1,Train,0.7528661534384522,1
AKJ21833,0,Train,9.367472800137932e-05,0
QKV43739,0,Train,5.9479337330521424e-05,0
AXP07345,0,Train,0.8631562757071704,1
AUZ98436,0,Train,0.0018775190598928776,0
APD51491,0,Train,0.014213940303976057,0
AKP99781,0,Train,0.0015983742517344723,0
AKJ21893,0,Train,0.00011271078066310222,0
ARA15429,1,Train,0.9956818059301802,1
QCC26602,0,Train,0.00024396684959634553,0
ALA49363,1,Train,0.9493077286418417,1
ADL71486,0,Train,1.9471555404369618e-05,0
QHQ97039,0,Train,0.0011245066550744352,0
ANA67922,0,Train,5.9214317802224545e-05,0
AGT51345,1,Train,0.970362138993945,1
AVP25406,0,Train,0.0017149881200102621,0
AJP67396,0,Train,5.737719478647539e-05,0
AUJ79484,0,Train,0.00012585511114790443,0
AVU05354,0,Train,0.00010786917741537717,0
KF514407,1,Train,0.9998077114559732,1
ASU62499,0,Train,8.374059380958681e-08,0
DQ412627,1,Train,0.99135059024007,1
AAL40400,0,Train,0.41065691399642684,0
AFG19742,0,Train,0.00040507416183201215,0
AVZ61119,0,Train,0.1527968724606545,0
QGQ60234,0,Train,8.214958063630435e-05,0
ANI69878,1,Train,0.9618536065737026,1
QEG03740,1,Train,0.997626433593052,1
AIV41993,1,Train,0.9995987926279148,1
AFU92070,0,Train,4.383550849245022e-05,0
ATI09437,1,Train,0.9945208572530286,1
AKJ21785,0,Train,7.473736176037151e-05,0
YP_009194639,1,Train,0.9921248121932663,1
KP886808,0,Train,0.017517364314243666,0
ANI85746,0,Train,7.342778483866919e-05,0
AIV41837,1,Train,0.9632676611690021,1
AID56667,0,Train,5.7087892105732694e-05,0
AKO90055,0,Train,0.0006546652443996537,0
AKJ22073,0,Train,6.118709040420416e-05,0
AZF86130,0,Train,0.02032121031135812,0
ALL74066,0,Train,5.972503836029087e-05,0
AYR18461,0,Train,0.035709123555595634,0
AWW13519,1,Train,0.9996230009430416,1
MT040336,1,Train,0.9875057192852696,1
QCQ20062,0,Train,0.0008034017184491905,0
QCX35160,0,Train,0.018706307642344818,0
ASU45696,1,Train,0.9457355712382092,1
AID57003,0,Train,7.625322137894116e-05,0
AGT51441,1,Train,0.999269060650708,1
AID57105,0,Train,4.505221996784454e-05,0
AVN89324,0,Train,0.7723280842011253,1
AIM47748,0,Train,5.6691518113498526e-05,0
QFG01712,0,Train,0.0003283912204298225,0
ASU90747,1,Train,0.9552177171345518,1
QOU08541,1,Train,0.9286319160576344,1
ALX27232,1,Train,0.9314797975143234,1
MT040335,1,Train,0.9805147710481384,1
ASA40091,0,Train,0.00020077754899742978,0
AYR18455,0,Train,0.030590784380068712,0
APF29071,1,Train,0.9874996759612631,1
AAX85678,1,Train,0.9994714680775372,1
FJ882929,1,Train,0.9997157746731066,1
DQ412588,1,Train,0.9997431773374017,1
QGW51898,1,Train,0.9416329912218443,1
AWM11468,0,Train,0.00037400597040429355,0
AIV41843,1,Train,0.9996656298480123,1
AXN73437,1,Train,0.9431947903515174,1
AFU35752,0,Train,6.505007192519254e-05,0
ALB08311,1,Train,0.9494497865944106,1
ALA49462,1,Train,0.951261881825359,1
AQN78656,1,Train,0.9991392796214185,1
AYJ71470,1,Train,0.9461579787727638,1
AGT51760,1,Train,0.9976901986206712,1
AIN52118,0,Train,0.000572780059061015,0
AXP98439,0,Train,0.000499497490011753,0
AH013709,1,Train,0.9839081164428264,1
AY559093,1,Train,0.9998211749261491,1
AY627048,1,Train,0.9998374823766849,1
AGY31022,0,Train,8.932740681780882e-05,0
AVU05375,0,Train,4.3880043203881174e-05,0
QEG03803,1,Train,0.9490809501695551,1
AKJ21839,0,Train,0.0001296437736277569,0
QKX95780,0,Train,0.000154369415792951,0
AJP67456,0,Train,0.00014554137354422876,0
AEN19358,1,Train,0.9995448948440333,1
AY390556,1,Train,0.9997909831795327,1
QOC60266,0,Train,0.00014142568963024853,0
AAR01015,1,Train,0.9542194131146872,1
ALB08322,1,Train,0.9417863351855865,1
YP_001552236,0,Train,0.0018803951927865387,0
AYR18561,0,Train,0.0021432606054176176,0
AGV08467,1,Train,0.9339688270787966,1
ACN89763,0,Train,0.00039082032064662595,0
AY304491,1,Train,0.9997543372089759,1
AJO26973,0,Train,1.0152949514726233e-05,0
AKJ22103,0,Train,9.515254853560785e-05,0
KY417147,0,Train,0.005460046737928815,0
ASU90010,1,Train,0.9388396859912305,1
AAT84362,1,Train,0.9665744254665934,1
AEQ55004,0,Train,4.149824594106216e-05,0
QCQ19984,0,Train,0.0004175665446966746,0
AHY22555,1,Train,0.9588990329670196,1
AY429073,1,Train,0.9997635066497624,1
YP_009199609,0,Train,0.000967572392161306,0
ANA67924,0,Train,0.00014201185057058832,0
QKV43733,0,Train,3.326753079069708e-05,0
AKJ22199,0,Train,0.00013658028741738207,0
KF569996,1,Train,0.9345621682285955,1
AID56823,0,Train,6.94974615846819e-05,0
QHA24671,0,Train,0.00028005216531643294,0
QKV43853,0,Train,0.00015572472306422627,0
AKJ21875,0,Train,5.073475789487182e-05,0
AGT52080,0,Train,6.928241220524361e-07,0
QGQ60264,0,Train,8.264623626091919e-05,0
QCQ19834,0,Train,8.337789532557817e-05,0
JX163927,1,Train,0.9998108979923823,1
ANA67910,0,Train,0.00014411536500222668,0
ANJ04717,0,Train,0.25329583297078706,0
ADB28907,0,Train,0.0015201952471603105,0
AIJ19445,0,Train,5.9856488559782e-05,0
QKV43769,0,Train,6.853964823200378e-05,0
AHW40030,0,Train,4.374746847643194e-05,0
ATG84899,1,Train,0.9364619663329377,1
YP_005454245,0,Train,0.15241684413566597,0
DQ514529,1,Train,0.9998931791173605,1
QEG03776,1,Train,0.9684639993691156,1
QHA24710,0,Train,0.0005143530413952346,0
AKS50244,0,Train,0.00010540199703905061,0
YP_009256197,0,Train,0.001082314975776915,0
AY572036,1,Train,0.9998198716087016,1
AWV57054,0,Train,0.0003038351890891932,0
QCQ19804,0,Train,9.44027245781049e-05,0
DQ648857,0,Train,0.012752011953698074,0
AGW27872,1,Train,0.9948354832312228,1
ABN10935,0,Train,0.01247518284818562,0
AYR18525,0,Train,0.014702615358769685,0
QOV05175,0,Train,0.041195311389032686,0
AFU92122,0,Train,0.00017178132330051982,0
QEY10625,1,Train,0.7717908985393519,1
AY687368,1,Train,0.99980569883978,1
QCI31469,1,Train,0.954929536004036,1
AHY22565,1,Train,0.9445820014676334,1
QKV43799,0,Train,0.0001801337312267541,0
AH012999,1,Train,0.9996666747780757,1
GQ153542,0,Train,0.02689767093340689,0
AIV41963,1,Train,0.9991492369763063,1
KY417148,0,Train,0.008658333858077287,0
QOC68600,0,Train,6.740102411829196e-05,0
MZ190137,1,Train,0.6392226703423097,1
AJH76957,0,Train,0.00021280537430805777,0
YP_009824982,0,Train,0.003307079532311763,0
AIA62220,0,Train,4.2166746635036765e-05,0
QED88019,1,Train,0.9877825728727995,1
ATG84866,1,Train,0.9597460388347888,1
AVN89313,0,Train,0.8245157575318396,1
KJ473816,0,Train,0.1492447545929926,0
AYR18607,0,Train,0.003104054668557091,0
QCQ20014,0,Train,0.00042371049014186405,0
ALM09388,0,Train,0.00011534817828391021,0
AAX85669,1,Train,0.9861319392789588,1
ASU90406,1,Train,0.9400430367830865,1
YP_009199790,0,Train,0.00036664573575809597,0
QED40659,0,Train,0.0001569375408151137,0
KP886809,0,Train,0.017581964651928943,0
APG31005,0,Train,0.00012079969405961571,0
AKI29255,1,Train,0.9399548326961998,1
DQ084199,0,Train,0.028617153236335194,0
AIV41861,1,Train,0.9994999850223931,1
ADI80523,0,Train,0.00047234825668936154,0
AYR18549,0,Train,0.005713510163809212,0
AYR18625,0,Train,0.0032364985372510544,0
ALA50123,1,Train,0.994295607003686,1
AIA62234,0,Train,1.6413492844143575e-05,0
AHX71946,1,Train,0.9560584665640594,1
AVI57396,0,Train,8.253607021936575e-05,0
AKV62755,0,Train,0.01762202551214848,0
AID56697,0,Train,0.00010113387459282444,0
AGT51620,1,Train,0.9996435135295548,1
AFW97360,0,Train,0.08022464675198876,0
AWH65877,1,Train,0.6029766918584748,1
ALM09375,0,Train,0.0001475937388888125,0
QEG03731,1,Train,0.9866792828876771,1
QCQ29075,1,Train,0.9197595291114415,1
APD70934,0,Train,7.980497032063529e-05,0
AGY31034,0,Train,9.496369722505484e-05,0
AID56943,0,Train,9.18414803294025e-05,0
QAT98898,0,Train,0.8650123636296868,1
AY627047,1,Train,0.9997790415446514,1
AKP80603,0,Train,0.00012615466018666316,0
ASU90604,1,Train,0.9318863180449485,1
AID56775,0,Train,6.658863030825597e-05,0
ADM33582,0,Train,0.007526397714492059,0
DQ514528,1,Train,0.9999183436962652,1
AKJ21881,0,Train,0.00015522376797129226,0
ABN10884,0,Train,0.006235972159159137,0
YP_009755890,0,Train,0.0070498982967392,0
AY559081,1,Train,0.9998376685720465,1
YP_009072440,0,Train,0.04866373966067686,0
ALL27302,0,Train,0.00047668565395600585,0
AWW13566,1,Train,0.9991583312765424,1
AZU96327,0,Train,0.14468649040257425,0
AFD98757,1,Train,0.9918512278697275,1
AIV41957,1,Train,0.9992759056847474,1
ARC95211,0,Train,0.06835095588775224,0
ABD75593,1,Train,0.9954042460236507,1
AY304490,1,Train,0.9997382696198015,1
QKV43841,0,Train,0.00014347730857646604,0
QDY92469,0,Train,7.263705534829052e-05,0
QBO24663,0,Train,0.00011861976795193728,0
AY485277,1,Train,0.9997056274845125,1
AKJ21917,0,Train,8.534009733918903e-05,0
ALA50249,1,Train,0.9954056040876552,1
AY525636,1,Train,0.9997695477495122,1
AGM75126,0,Train,0.005609905027578756,0
AYR18473,0,Train,0.0006886424352638495,0
QEQ55819,0,Train,8.961627098964226e-05,0
ANI85806,0,Train,0.00023073256442735488,0
AQN78680,1,Train,0.9997698749057119,1
ARK08635,1,Train,0.9992684510279095,1
AQT01349,0,Train,0.002528471350760324,0
AKJ22079,0,Train,6.381710174681212e-05,0
QKV43727,0,Train,6.779957908436802e-05,0
AWM11492,0,Train,0.00018928468913219308,0
DQ412596,1,Train,0.9997488118978441,1
AHX00711,1,Train,0.9737007577252145,1
AGG55750,0,Train,7.332078122635175e-05,0
QCB65300,0,Train,7.140134532562267e-05,0
KY417144,1,Train,0.6278253534197216,1
AHI48583,1,Train,0.9206322118440571,1
AIN52124,0,Train,5.860727142813675e-05,0
ABD75553,1,Train,0.9947830579235017,1
ACN89742,0,Train,4.9275027374421894e-05,0
AGT51501,1,Train,0.9994090646156067,1
ABQ57224,0,Train,0.002122769107848017,0
AIV41945,1,Train,0.9992645221981161,1
ASU45730,1,Train,0.9659856399291296,1
DQ412623,1,Train,0.9920077288272456,1
ASU90076,1,Train,0.9639711397006812,1
ASO67377,0,Train,0.0006136187234461203,0
EU371562,1,Train,0.9996663580545042,1
AKJ21737,0,Train,9.339478369967545e-05,0
AJW67223,0,Train,0.0016107875288449928,0
QGQ60246,0,Train,8.341842308190461e-05,0
AHM88217,0,Train,7.405315954182926e-05,0
AJP67432,0,Train,0.00012761034302694605,0
AXX83339,1,Train,0.9984849691709675,1
ACT10983,0,Train,0.1443196073883949,0
YP_007188579,1,Train,0.9385379811768868,1
FJ882949,1,Train,0.9997783734221627,1
AEQ61968,0,Train,0.007594763142221109,0
AGT51521,1,Train,0.9968292953350899,1
QBP84713,1,Train,0.9989104791443569,1
ATP16767,1,Train,0.9392857380529707,1
AGT51511,1,Train,0.9997106025919881,1
QBP84731,1,Train,0.9992411400369869,1
AIV41969,1,Train,0.999447244641877,1
AY515512,1,Train,0.9997159573854588,1
AQN78736,1,Train,0.9997732091223892,1
AFE48817,0,Train,0.1313235689330467,0
AKJ21779,0,Train,9.526684624429757e-05,0
MG772934,0,Train,0.29055580314831075,0
AJP67438,0,Train,0.00022519683255988225,0
ALM09394,0,Train,8.06639502823916e-05,0
QOU08625,1,Train,0.9168646526894081,1
ANJ04728,0,Train,0.2492121743162813,0
ALA49352,1,Train,0.9501256099003715,1
QNL24139,0,Train,0.0008929072460919202,0
ACT10959,0,Train,5.699964149564332e-06,0
ALJ52504,0,Train,0.00010390428833779587,0
AIA62227,0,Train,1.1071533627222135e-05,0
ADM33566,0,Train,0.007774903053857333,0
AIV41831,1,Train,0.9748203904328063,1
AY613950,1,Train,0.9998133121889956,1
ALA49660,1,Train,0.9400267493371581,1
QHA24718,0,Train,0.004575356619123236,0
ASU89988,1,Train,0.9595365221614467,1
QCQ20068,0,Train,0.0011612227290086524,0
QCQ20038,0,Train,0.0006650291887425292,0
AQZ41285,1,Train,0.9178386425951894,1
ASU91010,1,Train,0.9537314311415764,1
AKE47378,0,Train,5.954860290206359e-05,0
QEG03794,1,Train,0.9953283581174414,1
ARK08670,1,Train,0.9468984705394906,1
AJD07366,0,Train,6.565330810432172e-05,0
AIJ01335,0,Train,5.4207865501778846e-05,0
AQZ41322,1,Train,0.9352081660826366,1
QCQ19858,0,Train,0.0003517063846284848,0
ANA67912,0,Train,0.00012548058134403674,0
QGZ28404,0,Train,0.0002743670963117017,0
AUM60014,0,Train,0.025921275486153163,0
EU371560,1,Train,0.9997788315375806,1
ANA67909,0,Train,4.680033660212015e-05,0
QDF43795,0,Train,0.008836691656654176,0
QKV43847,0,Train,0.0001202056622291846,0
DQ412043,0,Train,0.008678499588131805,0
NP_073551,1,Train,0.9858831022435794,1
QMT62922,0,Train,6.158669582408976e-05,0
AJO27013,0,Train,5.905464008888199e-06,0
ABN10893,0,Train,0.008006641491095411,0
ALA50165,1,Train,0.9920498803572507,1
AGN52936,1,Train,0.8856347251049017,1
AGT21345,1,Train,0.9961638430381821,1
KY417149,0,Train,0.016818447650215732,0
AGA94620,0,Train,4.4912847917816506e-05,0
AXX83303,1,Train,0.9989666529402726,1
AKN24749,1,Train,0.9438636750392347,1
AYL64492,0,Train,0.0003597827975384228,0
AGT51590,1,Train,0.8960365637359792,1
APX55517,0,Train,0.00011640157305608532,0
YP_009380521,0,Train,2.477278911226986e-06,0
QJY77970,1,Train,0.9941697635978899,1
MZ190138,1,Train,0.43157285028292985,0
QNL24130,0,Train,0.0008714326469814462,0
QEO75985,1,Train,0.9973758626886265,1
QOC68774,0,Train,4.016278294599919e-05,0
AKJ21947,0,Train,8.47662436434574e-05,0
QGQ60240,0,Train,6.680108782823461e-05,0
AZN28593,0,Train,6.648960444675093e-05,0
AY714217,1,Train,0.9998270407392804,1
ACT10995,0,Train,0.07602201700788529,0
ANI85740,0,Train,6.985012315069453e-05,0
QID98969,0,Train,0.0010442732968843071,0
AFU92086,0,Train,7.059299023712046e-05,0
ATG84734,1,Train,0.9477054841112503,1
AY627045,1,Train,0.9997421022640146,1
AIA62206,0,Train,0.0016592056193174738,0
ANI85812,0,Train,7.185681034611611e-05,0
QED88012,1,Train,0.9915662580790938,1
AFB74182,0,Train,4.8253283640141736e-05,0
NP_058424,0,Train,0.005847056523882195,0
ASA40097,0,Train,0.0001732574405269494,0
AZS27725,0,Train,0.0004644995174735688,0
AZL47204,0,Train,2.0757016781896166e-05,0
AY613948,1,Train,0.9997440562211674,1
YP_009336484,0,Train,9.326828528961877e-06,0
AGT51422,1,Train,0.8972131565506829,1
AFB77234,0,Train,0.00020515491435742211,0
AIA62343,0,Train,0.04088817980489108,0
AXN73525,1,Train,0.9556373477357032,1
AYR18573,0,Train,0.0006419370005599501,0
ABN10857,1,Train,0.8162780667952587,1
AQN78704,1,Train,0.9991040119788775,1
KF367457,1,Train,0.9876317103796393,1
AID56883,0,Train,6.274585120106234e-05,0
AIV41873,1,Train,0.9992338456077445,1
AVN89387,0,Train,0.814142926294619,1
QKV43835,0,Train,0.0001387000847718433,0
AY304495,1,Train,0.9997728664741623,1
ADL71455,0,Train,7.668060001261875e-07,0
QBF80499,1,Train,0.9360403871120666,1
AFG25750,0,Train,5.364449736195779e-05,0
ACJ66961,0,Train,0.16667779977645597,0
AIV42005,1,Train,0.9996759442551809,1
AMD11142,0,Train,2.7816964744246613e-06,0
ADO39850,0,Train,1.8584494608940654e-06,0
GQ153547,0,Train,0.02394921362070961,0
AEK25521,0,Train,2.3507117527557957e-06,0
AFD98771,1,Train,0.991943262821115,1
AHY22545,1,Train,0.9388418460066688,1
APX55511,0,Train,0.00011034847230525757,0
AYR18424,0,Train,0.003547926322960116,0
ABI93999,1,Train,0.1736042489648243,0
AHI48539,1,Train,0.930744097260553,1
AKJ21965,0,Train,7.707758947007465e-05,0
AIA62200,0,Train,0.010266685510637934,0
KY352407,0,Train,0.12638570091313925,0
AZL47210,0,Train,0.0006092287291587749,0
ABG89325,0,Train,0.005120528633598402,0
YP_006908642,0,Train,0.0006292203648927007,0
AKJ21797,0,Train,6.339851884541664e-05,0
QJG66103,0,Train,0.00014919586817863776,0
ALB08472,0,Train,0.00017778977767611296,0
AUG98119,0,Train,7.09770889569495e-07,0
ABG89317,0,Train,0.008963129535215022,0
QCQ19822,0,Train,0.00017508941868348604,0
QFG01700,0,Train,0.00016190391704167423,0
ALW82753,1,Train,0.9673801406273641,1
AXX83315,1,Train,0.9991805373042443,1
AVU05347,0,Train,4.9340138406081326e-05,0
ACT10906,0,Train,2.4284617358408745e-05,0
ACJ66946,0,Train,0.16368171482187419,0
AUG98141,0,Train,3.4651923111213824e-07,0
QCQ19840,0,Train,5.14410786566343e-05,0
QCQ19888,0,Train,3.2701945890949026e-05,0
AZL47222,0,Train,0.00018937373476172594,0
KY417150,1,Train,0.9996674757823244,1
KT444582,1,Train,0.9996869718664124,1
MN996532,1,Train,0.9850393900378538,1
AY274119,1,Train,0.9998184655999554,1
AY278741,1,Train,0.9998006222964368,1
AGS12449,0,Test,7.117345780705841e-05,0
AIV41783,1,Test,0.9659753727455415,1
QGQ60306,0,Test,4.6850127708035296e-05,0
DQ514532,1,Test,0.9998666832490263,1
AY429079,1,Test,0.9998389388597084,1
AKJ21719,0,Test,0.0001918267238062008,0
ARK08620,1,Test,0.9945755748977889,1
ARX11396,1,Test,0.9975043591672075,1
AVK87450,1,Test,0.9360450909293839,1
KY417151,1,Test,0.9790055943056911,1
AID56733,0,Test,8.830106595167696e-05,0
AY429074,1,Test,0.9997975749617457,1
QCQ19864,0,Test,7.280292876787058e-05,0
AHY61337,0,Test,0.12382557414401804,0
ACA52157,0,Test,0.0007114053312155281,0
ASU90175,1,Test,0.9479781139265104,1
APX42113,0,Test,0.00010680563597133413,0
AGT51541,1,Test,0.8893929180600293,1
AFV09314,0,Test,0.0001839042144929622,0
QHA24724,0,Test,3.6256937696323895e-05,0
AMD11186,0,Test,3.0749874788221335e-06,0
AID57039,0,Test,5.8756821303990296e-05,0
AVK78147,0,Test,0.00015322858826590118,0
QBP84722,1,Test,0.9994427599469473,1
AID56979,0,Test,0.00010873385302103405,0
QBF80543,1,Test,0.9110384950694373,1
AY687356,1,Test,0.9998403414354706,1
AXX83375,1,Test,0.9989676567077858,1
AIF73541,0,Test,0.0003706912390463171,0
AIV42011,1,Test,0.9996038997351948,1
ACT11030,1,Test,0.3566437028652413,0
AHA38153,0,Test,9.116357534651495e-05,0
QEG03814,1,Test,0.9971495827271738,1
QMS54764,0,Test,0.0013301001656881102,0
AFR79257,1,Test,0.9945667892250183,1
AVN89334,0,Test,0.8565627046400369,1
AWW13511,1,Test,0.9996997466382073,1
YP_001039962,0,Test,0.2912534280503232,0
AXX83321,1,Test,0.9989373209754068,1
QCQ20032,0,Test,0.0010051389020479056,0
ALU34112,0,Test,7.470813619334201e-05,0
AQT33894,0,Test,0.00015835918596794737,0
AFP81695,0,Test,0.0002531573591733785,0
AY572034,1,Test,0.9996908225870972,1
QDM36987,0,Test,4.7147388571152434e-07,0
AY429072,1,Test,0.999780930169165,1
AGK89914,0,Test,0.00012501773108593593,0
ANF29239,1,Test,0.9414473985660707,1
AWM11498,0,Test,6.0613679449681526e-05,0
AFB74180,0,Test,0.0001115550470622118,0
MK211377,0,Test,0.00690498121482327,0
ANA67905,0,Test,0.00025902917554774906,0
ANI69922,1,Test,0.9556245337996789,1
AIN52136,0,Test,9.775949949790239e-05,0
ANF29184,1,Test,0.9459359759261717,1
AXY04083,0,Test,0.0010535742005530334,0
JX163926,1,Test,0.9997641392398118,1
ABD75505,1,Test,0.9710675696947181,1
QCQ19810,0,Test,4.509956117401059e-05,0
ABG89288,0,Test,0.08459927721911799,0
AVK87439,1,Test,0.9308860813644477,1
AKJ22037,0,Test,7.218668672456238e-05,0
QEY10641,1,Test,0.36241883726563046,0
AFU35747,0,Test,5.406601211279431e-05,0
AFU92131,0,Test,0.00018564902951708953,0
