Accession,Virus,Host_agg,Species_agg,vsWuhan,vsTor2,vsMers,vsOC43,vsHKU1,vs229E,vsNL63,MaxSim,Human,Source,Human_prob,Predicted
AGN52936,Middle East respiratory syndrome-related coronavirus],Homo sapiens,MERS,35.1,34.79,99.85,41.28,37.93,35.82,35.79,99.85,1,Train,0.4946428789681715,0
AXN73514,Middle East respiratory syndrome-related coronavirus],Homo sapiens,MERS,35.1,34.79,99.85,41.28,38.07,35.82,35.79,99.85,1,Train,0.5724369630228319,1
QCI31480,Middle East respiratory syndrome-related coronavirus],Camels,MERSr,35.1,34.79,99.93,41.28,37.93,35.82,35.79,99.93,0,Train,0.5783099338939082,1
YP_007188579,Betacoronavirus England 1],Homo sapiens,MERS,35.19,34.79,99.85,41.28,37.93,35.82,35.79,99.85,1,Train,0.6004825987483252,1
ATG84734,Middle East respiratory syndrome-related coronavirus],Homo sapiens,MERS,35.1,34.79,99.85,41.28,38.07,35.82,36.07,99.85,1,Train,0.6090590862731468,1
ASU91010,Middle East respiratory syndrome-related coronavirus],Camels,MERSr,35.1,34.79,99.85,41.28,38.07,35.82,36.07,99.85,0,Train,0.5659882357249307,1
AGV08467,Middle East respiratory syndrome-related coronavirus],Homo sapiens,MERS,35.1,34.54,99.85,41.73,38.07,35.32,35.98,99.85,1,Train,0.5632412089723619,1
AXN73525,Middle East respiratory syndrome-related coronavirus],Homo sapiens,MERS,35.1,34.79,99.78,41.28,38.07,35.82,35.79,99.78,1,Train,0.5501371365139571,1
ANF29195,Middle East respiratory syndrome-related coronavirus],Homo sapiens,MERS,33.22,34.4,99.78,41.28,37.93,35.82,35.79,99.78,1,Train,0.5635940817836818,1
ALA49352,Middle East respiratory syndrome-related coronavirus],Camels,MERSr,35.1,34.79,99.85,41.28,38.07,35.82,35.79,99.85,0,Train,0.5057313708806114,1
ATG84910,Middle East respiratory syndrome-related coronavirus],Homo sapiens,MERS,35.1,34.79,99.85,41.28,38.07,35.82,35.79,99.85,1,Train,0.46331289505221,0
AVK87439,Middle East respiratory syndrome-related coronavirus],Homo sapiens,MERS,35.1,34.7,99.56,41.28,38.07,35.82,35.79,99.56,1,Test,0.6433556824186936,1
YP_009047204,Middle East respiratory syndrome-related coronavirus],Homo sapiens,MERS,35.1,34.79,100.0,41.28,37.93,35.82,35.79,100.0,1,Test,0.5171405435317703,1
AHX71946,Middle East respiratory syndrome-related coronavirus],Camels,MERSr,35.1,34.79,99.85,41.28,37.93,35.82,35.79,99.85,0,Train,0.5602335050819003,1
ASU91208,Middle East respiratory syndrome-related coronavirus],Camels,MERSr,35.0,34.79,99.7,41.15,38.07,35.82,35.79,99.7,0,Train,0.4840352486038141,0
ASU90186,Middle East respiratory syndrome-related coronavirus],Camels,MERSr,35.1,34.79,99.85,41.28,38.07,35.82,35.79,99.85,0,Train,0.5279277995826168,1
ASU90230,Middle East respiratory syndrome-related coronavirus],Camels,MERSr,35.0,34.79,99.78,41.28,37.93,35.82,36.07,99.78,0,Train,0.6148293080591178,1
QOU08541,Middle East respiratory syndrome-related coronavirus],Camels,MERSr,35.1,34.79,99.7,41.28,37.93,35.82,36.07,99.7,0,Train,0.4237814116704934,0
ALW82742,Middle East respiratory syndrome-related coronavirus],Homo sapiens,MERS,35.1,34.79,99.85,41.28,37.93,35.82,35.79,99.85,1,Train,0.6255205067025129,1
ASU90076,Middle East respiratory syndrome-related coronavirus],Camels,MERSr,35.1,34.79,99.78,41.28,37.93,35.82,35.79,99.78,0,Train,0.4892552441986966,0
AGV08379,Middle East respiratory syndrome-related coronavirus],Homo sapiens,MERS,34.89,34.79,99.85,41.28,37.93,35.82,35.79,99.85,1,Train,0.5156227788056286,1
ALB08246,Middle East respiratory syndrome-related coronavirus],Homo sapiens,MERS,35.1,34.79,99.85,41.28,37.93,35.82,35.79,99.85,1,Test,0.6078642564132426,1
QBF80499,Middle East respiratory syndrome-related coronavirus],Homo sapiens,MERS,35.0,34.79,99.7,41.28,38.07,35.82,35.79,99.7,1,Train,0.615556740565647,1
ATG84745,Middle East respiratory syndrome-related coronavirus],Homo sapiens,MERS,35.1,34.79,99.78,41.28,37.93,35.82,36.07,99.78,1,Train,0.5380061195233997,1
QOU08497,Middle East respiratory syndrome-related coronavirus],Camels,MERSr,35.1,34.79,99.78,41.28,38.07,35.82,36.07,99.78,0,Train,0.4952290265926629,0
ATG84899,Middle East respiratory syndrome-related coronavirus],Homo sapiens,MERS,35.1,34.79,99.78,41.28,38.07,35.82,35.79,99.78,1,Train,0.4326207541434342,0
AHY22565,Middle East respiratory syndrome-related coronavirus],Camels,MERSr,35.0,34.79,99.63,41.28,37.93,35.82,35.79,99.63,0,Train,0.6050275501601501,1
AHI48539,Middle East respiratory syndrome-related coronavirus],Homo sapiens,MERS,35.1,34.79,99.85,41.28,38.07,35.82,35.79,99.85,1,Test,0.4872394795306025,0
ANI69835,Middle East respiratory syndrome-related coronavirus],Camels,MERSr,35.1,34.89,99.7,41.28,38.07,35.82,35.79,99.7,0,Train,0.7111389530553902,1
QBM11737,Middle East respiratory syndrome-related coronavirus],Camels,MERSr,35.0,34.6,99.26,41.15,38.2,35.82,35.79,99.26,0,Train,0.3490032104075897,0
ASU89966,Middle East respiratory syndrome-related coronavirus],Camels,MERSr,35.0,34.7,99.63,41.28,38.07,35.82,35.79,99.63,0,Train,0.4585437104103028,0
AVN89334,Middle East respiratory syndrome-related coronavirus],Camels,MERSr,35.1,34.79,99.56,41.15,38.05,35.82,35.79,99.56,0,Train,0.4657511158835003,0
AVK87417,Middle East respiratory syndrome-related coronavirus],Homo sapiens,MERS,34.89,34.7,99.56,41.28,38.07,35.82,35.79,99.56,1,Train,0.6727175598366903,1
ASU89944,Middle East respiratory syndrome-related coronavirus],Camels,MERSr,35.1,34.79,99.7,41.28,38.07,35.82,35.79,99.7,0,Train,0.438562681281396,0
AJD81440,Middle East respiratory syndrome-related coronavirus],Homo sapiens,MERS,35.1,34.79,99.85,41.28,37.93,35.82,35.79,99.85,1,Train,0.5873136646158404,1
AVN89324,Middle East respiratory syndrome-related coronavirus],Camels,MERSr,35.1,34.54,99.48,41.02,38.32,35.33,35.31,99.48,0,Test,0.5311558555881954,1
ASU90175,Middle East respiratory syndrome-related coronavirus],Camels,MERSr,34.91,34.79,99.85,41.15,38.07,35.82,36.07,99.85,0,Train,0.6988942785106935,1
AHY22555,Middle East respiratory syndrome-related coronavirus],Camels,MERSr,35.0,34.79,99.7,41.28,37.93,35.82,35.79,99.7,0,Train,0.4400914013147847,0
AKL59401,Middle East respiratory syndrome-related coronavirus],Homo sapiens,MERS,35.1,34.79,99.78,41.28,37.93,35.82,35.79,99.78,1,Train,0.596382329043985,1
ASU90329,Middle East respiratory syndrome-related coronavirus],Camels,MERSr,35.1,34.79,99.85,41.28,38.07,35.82,35.79,99.85,0,Train,0.609901214600974,1
ALA49341,Middle East respiratory syndrome-related coronavirus],Camels,MERSr,35.1,34.79,99.78,41.28,37.93,35.82,35.79,99.78,0,Train,0.6347101572736064,1
ATG84723,Middle East respiratory syndrome-related coronavirus],Homo sapiens,MERS,35.1,34.79,99.7,41.28,37.93,35.82,35.79,99.7,1,Train,0.6213956162436791,1
ALB08311,Middle East respiratory syndrome-related coronavirus],Homo sapiens,MERS,35.1,34.38,99.78,41.28,38.07,35.82,35.79,99.78,1,Train,0.7050868557229774,1
AYJ71470,Middle East respiratory syndrome-related coronavirus],Homo sapiens,MERS,35.0,34.7,99.78,40.8,37.82,35.82,35.79,99.78,1,Train,0.535324367636146,1
ATG84833,Middle East respiratory syndrome-related coronavirus],Homo sapiens,MERS,35.1,34.7,99.85,41.28,37.93,35.82,35.79,99.85,1,Train,0.5400621796208129,1
ALD51904,Middle East respiratory syndrome-related coronavirus],Homo sapiens,MERS,35.1,34.79,99.85,41.28,38.07,35.82,35.79,99.85,1,Train,0.5667342259300082,1
ANC28645,Middle East respiratory syndrome-related coronavirus],Homo sapiens,MERS,35.1,34.38,99.85,41.28,37.93,35.82,35.79,99.85,1,Train,0.6681556519001245,1
ASU90857,Middle East respiratory syndrome-related coronavirus],Camels,MERSr,35.1,34.79,99.7,41.41,38.07,35.82,35.79,99.7,0,Train,0.5311607316219613,1
ANC28678,Middle East respiratory syndrome-related coronavirus],Homo sapiens,MERS,35.1,34.38,99.78,41.28,38.07,35.82,35.79,99.78,1,Train,0.6905201719450973,1
ASU90527,Middle East respiratory syndrome-related coronavirus],Camels,MERSr,35.1,34.79,99.78,41.28,37.93,35.82,35.79,99.78,0,Train,0.4704812502557327,0
ASU90362,Middle East respiratory syndrome-related coronavirus],Camels,MERSr,35.1,34.79,99.63,41.28,37.93,35.82,35.79,99.63,0,Train,0.359349415065404,0
ASU90010,Middle East respiratory syndrome-related coronavirus],Camels,MERSr,35.1,34.79,99.78,41.28,38.07,35.82,35.79,99.78,0,Train,0.486707453847945,0
QDP16195,Middle East respiratory syndrome-related coronavirus],Homo sapiens,MERS,35.1,34.79,99.7,41.28,38.07,35.82,35.79,99.7,1,Train,0.4944057588091048,0
AIZ48760,Middle East respiratory syndrome-related coronavirus],Homo sapiens,MERS,35.19,34.79,99.78,41.41,38.07,35.82,35.79,99.78,1,Test,0.4668995584935486,0
QBF80532,Middle East respiratory syndrome-related coronavirus],Homo sapiens,MERS,35.1,34.79,99.85,41.28,38.07,35.82,36.07,99.85,1,Train,0.5692711203074882,1
QOU08585,Middle East respiratory syndrome-related coronavirus],Camels,MERSr,35.1,34.54,99.7,41.18,37.93,35.82,35.79,99.7,0,Train,0.5104836593615777,1
QBF80543,Middle East respiratory syndrome-related coronavirus],Homo sapiens,MERS,35.1,34.79,99.63,41.28,38.07,35.82,36.07,99.63,1,Train,0.533645653010014,1
ASU90373,Middle East respiratory syndrome-related coronavirus],Camels,MERSr,35.1,34.79,99.78,41.41,37.93,35.82,35.79,99.78,0,Train,0.5444732802900527,1
ASU90340,Middle East respiratory syndrome-related coronavirus],Camels,MERSr,35.1,34.79,99.85,41.28,38.07,35.82,35.79,99.85,0,Train,0.5376359356100366,1
ATG84888,Middle East respiratory syndrome-related coronavirus],Homo sapiens,MERS,35.1,34.54,99.7,41.28,38.16,35.82,36.08,99.7,1,Train,0.5864947339659968,1
AVK87450,Middle East respiratory syndrome-related coronavirus],Homo sapiens,MERS,35.1,34.79,99.85,41.28,38.07,35.82,35.79,99.85,1,Test,0.6324294430391858,1
YP_009513010,Betacoronavirus Erinaceus/VMC/DEU/2012],Other,Other,33.56,34.54,56.08,31.51,40.82,32.67,32.92,56.08,0,Test,0.00536029754148,0
ASU90516,Middle East respiratory syndrome-related coronavirus],Camels,MERSr,35.1,34.79,99.85,41.41,38.07,35.82,35.79,99.85,0,Test,0.6100223090022315,1
AXN73370,Middle East respiratory syndrome-related coronavirus],Homo sapiens,MERS,35.0,34.53,99.85,40.93,37.8,35.82,35.79,99.85,1,Train,0.56800472662297,1
ANI69900,Middle East respiratory syndrome-related coronavirus],Camels,MERSr,35.1,34.79,99.56,41.15,37.67,35.98,35.79,99.56,0,Train,0.3570889783898442,0
QCQ29075,Middle East respiratory syndrome-related coronavirus],Homo sapiens,MERS,35.1,34.79,99.56,41.28,37.93,35.82,35.79,99.56,1,Train,0.5419767831141054,1
ASU45807,Middle East respiratory syndrome-related coronavirus],Homo sapiens,MERS,35.0,34.79,99.63,41.28,37.93,35.82,36.07,99.63,1,Train,0.5767542007552032,1
AHI48550,Middle East respiratory syndrome-related coronavirus],Homo sapiens,MERS,35.0,34.7,99.85,41.28,37.93,35.66,35.63,99.85,1,Train,0.4962718655177365,0
ASU90791,Middle East respiratory syndrome-related coronavirus],Camels,MERSr,35.1,34.89,99.7,41.28,38.2,35.82,35.79,99.7,0,Train,0.5625976557968307,1
AHY22545,Middle East respiratory syndrome-related coronavirus],Camels,MERSr,35.19,34.79,99.85,41.28,37.93,35.82,35.79,99.85,0,Train,0.6133167188638956,1
AVV61900,Middle East respiratory syndrome-related coronavirus],Homo sapiens,MERS,35.1,34.79,99.7,41.28,37.93,35.82,35.79,99.7,1,Train,0.6026824841690894,1
ATG84866,Middle East respiratory syndrome-related coronavirus],Homo sapiens,MERS,35.1,34.79,99.56,41.15,37.8,35.82,36.01,99.56,1,Train,0.6583627741432679,1
ASU90747,Middle East respiratory syndrome-related coronavirus],Camels,MERSr,35.1,34.79,99.78,41.28,38.15,35.82,35.79,99.78,0,Train,0.6781911769923865,1
AXN92260,Middle East respiratory syndrome-related coronavirus],Homo sapiens,MERS,35.0,34.7,99.63,41.41,38.05,35.82,35.79,99.63,1,Train,0.6347915956417991,1
AXG21654,Middle East respiratory syndrome-related coronavirus],Homo sapiens,MERS,35.1,34.79,99.78,41.28,37.93,35.82,35.79,99.78,1,Train,0.5631402564903955,1
AVN89376,Middle East respiratory syndrome-related coronavirus],Camels,MERSr,34.88,34.38,99.33,41.15,38.2,35.66,35.63,99.33,0,Train,0.294773429472557,0
QOU08574,Middle East respiratory syndrome-related coronavirus],Camels,MERSr,35.0,34.7,99.7,41.15,37.94,35.66,35.91,99.7,0,Train,0.4831943404207729,0
AXN73437,Middle East respiratory syndrome-related coronavirus],Homo sapiens,MERS,35.0,34.7,99.78,41.28,37.8,35.82,35.79,99.78,1,Train,0.5085225865253026,1
AVN89365,Middle East respiratory syndrome-related coronavirus],Camels,MERSr,35.1,34.79,99.41,41.15,37.93,35.82,35.79,99.41,0,Train,0.4650021207791299,0
QBF80521,Middle East respiratory syndrome-related coronavirus],Homo sapiens,MERS,35.0,34.7,99.7,41.15,38.2,35.66,35.63,99.7,1,Test,0.5720289102599442,1
ALB08322,Middle East respiratory syndrome-related coronavirus],Homo sapiens,MERS,35.02,34.31,99.7,41.06,37.61,35.82,35.79,99.7,1,Train,0.5712921597478436,1
AHI48528,Middle East respiratory syndrome-related coronavirus],Homo sapiens,MERS,34.89,34.63,99.78,41.28,38.07,35.82,35.79,99.78,1,Train,0.6242716877625909,1
AWU59321,Middle East respiratory syndrome-related coronavirus],Homo sapiens,MERS,35.1,34.79,99.7,41.28,37.93,35.66,35.63,99.7,1,Test,0.544651402508914,1
ATG84767,Middle East respiratory syndrome-related coronavirus],Homo sapiens,MERS,35.1,34.7,99.85,41.28,38.07,35.82,36.07,99.85,1,Train,0.5800684713511736,1
QOU08625,Middle East respiratory syndrome-related coronavirus],Camels,MERSr,35.0,34.7,99.7,41.15,38.07,35.82,36.38,99.7,0,Train,0.4157292799476989,0
QBF80598,Middle East respiratory syndrome-related coronavirus],Homo sapiens,MERS,35.1,34.79,99.63,41.54,37.8,35.67,35.44,99.63,1,Train,0.6506901075269201,1
QBM11748,Middle East respiratory syndrome-related coronavirus],Camels,MERSr,35.0,34.16,99.19,41.15,38.2,35.82,35.79,99.19,0,Train,0.3386381028495382,0
ATG84679,Middle East respiratory syndrome-related coronavirus],Homo sapiens,MERS,35.0,34.6,99.63,41.28,37.94,35.82,35.79,99.63,1,Train,0.5411270400655864,1
ANF29272,Middle East respiratory syndrome-related coronavirus],Homo sapiens,MERS,35.0,34.44,99.7,41.28,38.16,35.81,35.98,99.7,1,Train,0.5654305308372101,1
QDP16206,Middle East respiratory syndrome-related coronavirus],Homo sapiens,MERS,35.0,34.7,99.7,41.15,37.8,35.82,35.79,99.7,1,Test,0.5253975940530543,1
AKN24812,Middle East respiratory syndrome-related coronavirus],Homo sapiens,MERS,34.82,34.7,99.63,41.02,37.82,35.66,36.23,99.63,1,Train,0.5577867151932601,1
ANI69922,Middle East respiratory syndrome-related coronavirus],Camels,MERSr,35.0,34.7,99.63,41.15,38.07,35.65,35.44,99.63,0,Test,0.4652252432014893,0
ALA49462,Middle East respiratory syndrome-related coronavirus],Camels,MERSr,35.0,34.7,99.85,41.15,37.8,35.66,36.01,99.85,0,Train,0.5128787320891305,1
ALA49473,Middle East respiratory syndrome-related coronavirus],Camels,MERSr,35.0,34.7,99.78,41.15,37.8,35.66,36.01,99.78,0,Test,0.45279947795615,0
AFO11507,Murine coronavirus],Murine,Beta other,31.4,31.16,31.52,73.72,69.59,31.76,31.44,73.72,0,Train,0.0082711981215908,0
AFO11517,Murine coronavirus],Murine,Beta other,31.33,31.08,31.44,73.59,69.34,31.76,31.35,73.59,0,Train,0.0147460906681305,0
AUM60024,Middle East respiratory syndrome-related coronavirus],Bat,MERSr,36.77,40.84,68.01,42.31,38.59,35.65,35.11,68.01,0,Train,0.0054369556521579,0
YP_009824982,Murine hepatitis virus],Murine,Beta other,36.45,30.31,31.26,63.05,61.19,31.39,30.85,63.05,0,Train,0.0096342201971089,0
ACN89723,Murine coronavirus SA59/RJHM],Murine,Beta other,36.45,30.24,31.26,63.05,61.19,31.39,30.85,63.05,0,Train,0.011581832251694,0
ACO72884,Murine hepatitis virus strain A59],Murine,Beta other,36.45,29.95,31.06,63.05,61.19,31.39,30.85,63.05,0,Test,0.011397899092781,0
ATN37888,Murine hepatitis virus],Murine,Beta other,36.32,30.24,31.11,62.91,61.26,31.39,30.85,62.91,0,Train,0.0219951735479618,0
AGT17749,Murine coronavirus],Murine,Beta other,36.32,30.24,30.99,62.98,61.12,31.39,30.85,62.98,0,Train,0.0139356232371687,0
ANJ04974,Bovine coronavirus],Bovinae other,Beta1,37.81,37.29,40.52,91.59,64.29,31.75,33.11,91.59,0,Train,0.0388055739726097,0
AVI15000,Bovine coronavirus],Bovinae other,Beta1,37.53,36.94,40.13,91.15,64.19,31.44,32.94,91.15,0,Train,0.0415794147780434,0
ABP38313,Giraffe coronavirus US/OH3-TC/2006],Other,Beta1,37.68,37.15,40.73,91.79,64.38,31.61,33.11,91.79,0,Train,0.1144354421463714,0
ARD05999,Bovine coronavirus],Bovinae other,Beta1,37.53,36.94,40.13,91.22,64.05,31.44,32.94,91.22,0,Train,0.08874044273791,0
AFE48827,Rabbit coronavirus HKU14],Other,Other,37.99,37.32,40.08,90.78,63.71,31.19,32.19,90.78,0,Train,0.0974382828721786,0
ACJ66990,Sambar deer coronavirus US/OH-WD388-TC/1994],Deer,Beta1,37.68,37.15,40.86,91.95,64.41,31.61,33.11,91.95,0,Train,0.0406820866782374,0
ACJ66961,Waterbuck coronavirus US/OH-WD358-GnC/1994],Deer,Beta1,37.68,37.15,40.86,92.1,64.48,31.61,33.11,92.1,0,Train,0.0678281570775263,0
ACJ66946,Waterbuck coronavirus US/OH-WD358-TC/1994],Deer,Beta1,37.68,37.15,40.86,91.95,64.48,31.61,33.11,91.95,0,Train,0.0799875699864016,0
ACJ66977,White-tailed deer coronavirus US/OH-WD470/1994],Deer,Beta1,37.68,37.15,40.86,92.03,64.34,31.61,33.11,92.03,0,Train,0.0550346286316364,0
QOV05175,Bovine coronavirus],Bovinae other,Beta1,37.81,37.29,40.99,91.51,64.36,31.48,32.98,91.51,0,Test,0.0267407170742147,0
ABP38253,Bovine coronavirus R-AH65],Bovinae other,Beta1,37.68,37.15,40.86,91.88,64.27,31.61,33.11,91.88,0,Train,0.0647718109245619,0
ACJ35486,Human enteric coronavirus 4408],Homo sapiens,Beta1,37.68,36.94,40.0,91.37,64.39,31.66,32.76,91.37,1,Train,0.0493666894473078,0
AVZ61109,Bovine coronavirus],Bovinae other,Beta1,37.68,37.15,40.86,91.81,64.34,31.61,33.11,91.81,0,Train,0.0398312685416913,0
QOV05164,Bovine coronavirus],Bovinae other,Beta1,37.81,37.29,40.99,92.03,64.43,31.48,32.98,92.03,0,Train,0.08719014469767,0
AVZ61119,Bovine coronavirus],Bovinae other,Beta1,37.68,37.15,40.86,91.88,64.46,31.61,33.11,91.88,0,Train,0.0660598453753158,0
NP_150077,Bovine coronavirus],Bovinae other,Beta1,37.68,37.15,40.73,91.81,64.32,31.48,32.98,91.81,0,Test,0.0757747177299181,0
ACT10983,Bovine coronavirus E-DB2-TC],Bovinae other,Beta1,37.68,37.15,40.86,91.95,64.53,31.61,33.11,91.95,0,Train,0.1422606775331878,0
ABP38306,Sable antelope coronavirus US/OH1/2003],Bovinae other,Beta1,37.68,37.15,40.86,91.95,64.41,31.61,33.11,91.95,0,Train,0.0567875901490236,0
AVZ61129,Bovine coronavirus],Bovinae other,Beta1,37.68,37.15,40.86,91.59,64.32,31.61,33.11,91.59,0,Train,0.0666327732292056,0
ABP38236,Bovine coronavirus E-AH65],Bovinae other,Beta1,37.68,37.15,40.86,92.1,64.34,31.61,33.11,92.1,0,Train,0.05630357137566,0
ACT11030,Human enteric coronavirus strain 4408],Homo sapiens,Beta1,37.68,36.94,40.0,91.44,64.46,31.66,32.76,91.44,1,Test,0.0663728635196969,0
AVI15011,Bovine coronavirus],Bovinae other,Beta1,37.4,36.81,40.13,91.37,64.29,31.3,32.94,91.37,0,Test,0.0603066356158356,0
ABP38243,Bovine coronavirus E-AH65-TC],Bovinae other,Beta1,37.55,37.02,40.73,91.81,64.19,31.48,32.98,91.81,0,Train,0.0514888023879637,0
AYR18616,Betacoronavirus sp.],Rats,Beta other,38.15,37.45,40.83,70.88,72.33,32.63,32.46,72.33,0,Train,0.031489613033355,0
ABI93999,Bovine coronavirus isolate Alpaca],Bovinae other,Beta1,37.68,37.15,40.73,91.66,64.24,31.61,32.85,91.66,0,Train,0.2256138954838922,0
AFE48805,Rabbit coronavirus HKU14],Other,Other,37.7,37.02,40.08,90.71,63.9,31.46,32.32,90.71,0,Train,0.1178972447750587,0
AAL57308,Bovine coronavirus],Bovinae other,Beta1,37.55,37.02,40.73,91.81,64.32,31.61,32.98,91.81,0,Train,0.078787807618381,0
ABP38279,Bovine coronavirus E-AH187],Bovinae other,Beta1,37.55,37.02,40.86,91.66,64.27,31.61,33.11,91.66,0,Train,0.0595613261067828,0
AVZ61099,Bovine coronavirus],Bovinae other,Beta1,37.68,37.15,40.0,91.66,64.46,31.61,33.11,91.66,0,Test,0.0765495565655161,0
YP_005454245,Rabbit coronavirus HKU14],Other,Other,37.7,37.02,40.2,90.86,64.05,31.46,32.45,90.86,0,Train,0.1313119391037764,0
ACT10995,Bovine coronavirus E-AH187-TC],Bovinae other,Beta1,37.55,37.15,40.73,91.88,64.32,31.61,33.11,91.88,0,Train,0.1111542142713627,0
ACT11019,Bovine respiratory coronavirus bovine/US/OH-440-TC/1996],Bovinae other,Beta1,37.55,37.02,40.86,91.73,64.63,31.61,33.11,91.73,0,Train,0.0684241850263349,0
ANJ04717,Betacoronavirus 1],Bovinae other,Beta1,37.14,36.68,40.6,91.22,64.55,32.08,32.98,91.22,0,Train,0.0352067291002284,0
ABG89288,Bovine coronavirus DB2],Bovinae other,Beta1,37.55,37.02,40.86,91.81,64.39,31.48,33.11,91.81,0,Train,0.1223039645852637,0
AFE48817,Rabbit coronavirus HKU14],Other,Other,37.83,36.89,40.2,90.93,64.0,31.6,32.45,90.93,0,Train,0.1085281047346641,0
AXX83351,Human coronavirus OC43],Homo sapiens,hCoVOC43,37.76,36.89,40.83,96.04,62.98,32.77,33.68,96.04,1,Train,0.9620623233017382,1
ANJ04728,Betacoronavirus 1],Bovinae other,Beta1,37.27,36.81,40.47,91.44,64.41,31.94,33.11,91.44,0,Train,0.035343629334731,0
AYR18599,Betacoronavirus sp.],Rats,Beta other,38.29,37.58,42.28,70.8,72.18,32.5,32.17,72.18,0,Train,0.1593750785142387,0
AQT26498,Canine respiratory coronavirus],Dogs,Beta1,36.93,36.88,40.0,90.56,63.54,31.39,32.98,90.56,0,Train,0.0853605165025262,0
AFW97360,Canine respiratory coronavirus],Dogs,Beta1,36.79,36.75,39.62,90.42,63.62,31.25,32.85,90.42,0,Train,0.0873389529025376,0
AGT51680,Human coronavirus OC43],Homo sapiens,hCoVOC43,37.15,36.81,40.36,96.99,63.47,32.31,33.16,96.99,1,Train,0.8992702399525055,1
AHN64774,Dromedary camel coronavirus HKU23],Camels,Beta1,36.63,36.76,40.0,90.44,63.67,31.68,33.2,90.44,0,Train,0.0136901873091936,0
AAL40400,Bovine coronavirus],Bovinae other,Beta1,37.15,36.81,40.58,91.51,63.96,32.07,32.89,91.51,0,Train,0.1859807632942507,0
ALA50080,Camel coronavirus HKU23],Camels,Other,36.5,36.63,40.0,90.66,63.67,31.68,33.2,90.66,0,Train,0.0117916090046155,0
AHN64783,Dromedary camel coronavirus HKU23],Camels,Beta1,36.5,36.63,40.0,90.66,63.67,31.68,33.2,90.66,0,Train,0.0117910460112398,0
AGT51541,Human coronavirus OC43],Homo sapiens,hCoVOC43,37.02,36.68,40.36,96.91,63.47,32.17,33.03,96.91,1,Train,0.916212538024782,1
AGT51461,Human coronavirus OC43],Homo sapiens,hCoVOC43,37.02,36.68,40.49,96.99,63.54,32.17,33.03,96.99,1,Train,0.8734214837782664,1
AGT51551,Human coronavirus OC43],Homo sapiens,hCoVOC43,37.15,36.54,39.97,96.84,63.68,32.31,33.16,96.84,1,Train,0.8989022505027547,1
AGT51422,Human coronavirus OC43],Homo sapiens,hCoVOC43,37.02,36.68,40.49,96.91,63.47,32.17,33.03,96.91,1,Train,0.8876893960555331,1
AGT51561,Human coronavirus OC43],Homo sapiens,hCoVOC43,37.15,36.54,40.1,96.84,63.61,32.31,33.16,96.84,1,Train,0.903536846519408,1
AGT51451,Human coronavirus OC43],Homo sapiens,hCoVOC43,37.15,36.54,40.1,96.84,63.61,32.31,33.16,96.84,1,Train,0.8772828701529259,1
ATP16757,Human coronavirus OC43],Homo sapiens,hCoVOC43,37.15,36.54,40.1,96.91,63.47,32.31,33.16,96.91,1,Train,0.8717883546707715,1
AGT51610,Human coronavirus OC43],Homo sapiens,hCoVOC43,37.15,36.73,40.1,96.76,63.68,32.31,33.16,96.76,1,Train,0.8541577833106737,1
AVN88332,Water deer coronavirus],Deer,Beta1,37.5,36.58,40.68,91.59,64.22,31.49,33.11,91.59,0,Train,0.0277821005636957,0
AGT51412,Human coronavirus OC43],Homo sapiens,hCoVOC43,37.02,36.68,40.49,96.99,63.47,32.17,33.03,96.99,1,Test,0.9170104779105022,1
AGT51590,Human coronavirus OC43],Homo sapiens,hCoVOC43,37.02,36.41,39.97,96.69,63.61,32.31,33.16,96.69,1,Train,0.8604167171519886,1
ACN89742,Murine coronavirus MHV-1],Murine,Beta other,36.94,36.43,38.34,64.47,64.32,31.3,34.74,64.47,0,Test,0.0124558862404203,0
ACN89743,Murine coronavirus MHV-3],Murine,Beta other,37.42,36.21,37.73,62.66,62.41,30.74,31.61,62.66,0,Train,0.014065685057867,0
ARK08670,Human coronavirus OC43],Homo sapiens,hCoVOC43,37.04,36.41,40.31,95.81,62.9,32.31,33.16,95.81,1,Train,0.9482253616945272,1
AVQ05264,Human coronavirus OC43],Homo sapiens,hCoVOC43,37.04,36.41,40.31,95.74,62.98,32.31,33.16,95.74,1,Train,0.9491670951274672,1
ATP16767,Human coronavirus OC43],Homo sapiens,hCoVOC43,37.15,36.41,40.18,95.89,62.98,32.31,33.16,95.89,1,Train,0.9638428470924538,1
AJC98127,Human coronavirus OC43],Homo sapiens,hCoVOC43,37.02,36.54,40.57,95.96,62.9,32.31,33.16,95.96,1,Train,0.9592066322340762,1
AIV41837,Human coronavirus OC43],Homo sapiens,hCoVOC43,37.15,36.41,40.18,95.74,62.98,32.31,33.16,95.74,1,Train,0.9706436522363892,1
AJC98135,Human coronavirus OC43],Homo sapiens,hCoVOC43,37.15,36.41,40.05,95.96,63.05,32.31,33.16,95.96,1,Train,0.9613050810293317,1
AXX83327,Human coronavirus OC43],Homo sapiens,hCoVOC43,37.89,36.41,40.83,96.11,62.9,32.56,33.42,96.11,1,Train,0.9559520401696346,1
AAX85669,Human coronavirus OC43],Homo sapiens,hCoVOC43,37.76,36.41,41.15,96.11,62.79,32.43,33.29,96.11,1,Train,0.964743470873394,1
ABP87990,Equine coronavirus],Bovinae other,Beta1,37.4,35.55,38.75,79.42,64.31,32.74,33.12,79.42,0,Train,0.0003432480539938,0
