Accession,Virus,Host_agg,Species_agg,vsWuhan,vsTor2,vsMers,vsOC43,vsHKU1,vs229E,vsNL63,MaxSim,Source,Human,Human_prob,Predicted
QOQ21670,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.21,75.67,35.0,37.79,35.95,31.11,31.27,99.21,Train,1,0.9703070684760928,1
QOQ72029,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.53,75.57,34.91,37.79,35.95,31.11,31.27,99.53,Train,1,0.963907132172498,1
QJI54323,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.61,75.57,34.82,37.79,35.95,31.11,31.27,99.61,Train,1,0.9721452482514584,1
QKV37392,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.61,75.57,35.01,37.79,35.95,31.05,31.3,99.61,Train,1,0.9650076715447796,1
QNQ16901,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.45,75.65,34.91,37.79,35.95,31.11,31.27,99.45,Train,1,0.9741776630657438,1
QNO86279,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.06,75.57,34.88,37.79,35.95,31.11,30.65,99.06,Train,1,0.9880567520463168,1
QKE46004,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.45,75.49,34.72,37.52,35.68,30.98,31.14,99.45,Train,1,0.9826846715722076,1
QMU91735,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.29,75.49,34.76,37.79,35.95,31.11,31.27,99.29,Train,1,0.984060720152908,1
QOT51809,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.29,75.49,34.69,37.79,35.95,31.11,31.31,99.29,Train,1,0.9774576311001052,1
QOQ02610,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.21,75.49,34.44,37.79,35.95,31.11,31.27,99.21,Train,1,0.9739117546441716,1
QLR07172,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,98.9,75.57,32.88,37.79,35.95,31.11,31.27,98.9,Train,1,0.9986657781598736,1
QKR84541,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,98.98,75.49,34.53,37.79,35.95,31.11,31.31,98.98,Train,1,0.9867262581763504,1
QNO70931,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,98.74,76.83,35.24,37.79,35.91,31.02,30.95,98.74,Train,1,0.9917815785735664,1
QMT97096,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.21,75.33,34.91,37.79,35.95,31.11,31.27,99.21,Train,1,0.9736050879470084,1
QND76814,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,98.9,75.41,34.44,37.79,35.95,31.11,31.11,98.9,Train,1,0.9828779603704256,1
MT799521,Pangolin coronavirus isolate cDNA8-S surface glycoprotein (S) gene,Pangolin,Sarbecovirus,90.5,77.05,32.96,37.57,35.82,31.01,30.14,90.5,Train,0,0.411650888415691,0
QOP91971,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.06,75.18,34.91,37.79,35.95,31.05,31.3,99.06,Train,1,0.9922742681874892,1
MT799524,Pangolin coronavirus isolate cDNA18-S surface glycoprotein (S) gene,Pangolin,Sarbecovirus,90.5,77.05,33.14,37.7,35.82,30.88,30.14,90.5,Test,0,0.4007787455992024,0
MT799523,Pangolin coronavirus isolate cDNA16-S surface glycoprotein (S) gene,Pangolin,Sarbecovirus,90.42,76.97,32.88,37.57,35.82,31.01,30.14,90.42,Test,0,0.3357221569734926,0
MT121216,Pangolin coronavirus isolate MP789,Pangolin,Sarbecovirus,90.5,76.97,32.96,37.57,35.82,31.01,30.14,90.5,Train,0,0.405371665161261,0
QKG87818,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,98.74,75.1,41.76,37.38,37.1,33.07,30.88,98.74,Train,1,0.9855035786733484,1
QOE87532,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,98.74,75.27,34.64,37.79,35.95,31.11,30.65,98.74,Train,1,0.9932936758229584,1
QNO31892,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,98.98,75.1,34.63,37.79,35.95,31.11,31.15,98.98,Train,1,0.982882023515414,1
QJR95301,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,98.59,75.18,34.34,37.79,35.95,31.11,31.27,98.59,Train,1,0.989758419517987,1
QOQ10156,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,98.04,75.25,38.44,37.79,35.95,30.98,31.18,98.04,Train,1,0.995620230198833,1
QKE49074,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,98.9,75.25,34.82,37.79,35.95,31.11,30.65,98.9,Test,1,0.9885684150818932,1
QNO68543,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,98.66,74.94,34.56,37.79,35.95,31.11,31.27,98.66,Test,1,0.9904935218531842,1
MZ190137,Bat SARS-like coronavirus Khosta-1 strain BtCoV/Khosta-1/Rh/Russia/2020,Bat,Sarbecovirus,72.22,75.63,33.31,37.32,36.12,34.23,30.37,75.63,Train,0,0.6652659770351594,1
QOT61934,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,98.59,75.02,34.58,37.79,35.95,31.11,31.31,98.59,Train,1,0.9906344073230396,1
QNV50082,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,98.66,74.86,34.44,37.79,35.95,31.11,31.31,98.66,Test,1,0.99064061669016,1
MG772934,Bat SARS-like coronavirus isolate bat-SL-CoVZXC21,Bat,Sarbecovirus,80.32,76.94,33.33,37.42,35.19,33.8,30.65,80.32,Train,0,0.3663730294018612,0
KY417145,Bat SARS-like coronavirus isolate Rf4092,Bat,Sarbecovirus,74.12,78.14,33.88,37.68,34.84,34.85,30.6,78.14,Train,0,0.0364108158561512,0
QKU53385,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.96,74.0,35.24,37.45,35.56,30.79,30.94,97.96,Test,1,0.9980207657537368,1
QOP81487,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,98.43,74.63,34.91,37.79,35.95,31.05,31.14,98.43,Train,1,0.9957009362212882,1
KU973692,UNVERIFIED: SARS-related coronavirus isolate F46,Bat,Sarbecovirus,74.28,78.22,33.79,37.68,34.63,34.47,30.43,78.22,Train,0,0.0183736744690584,0
QMT28905,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,98.43,74.55,34.44,37.79,35.95,31.11,31.27,98.43,Test,1,0.9948983565992636,1
QOQ22954,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,98.04,74.63,34.49,37.65,35.81,30.98,31.18,98.04,Train,1,0.9949528736472756,1
QOT57688,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.96,74.63,34.53,37.79,35.95,31.05,31.3,97.96,Train,1,0.9981442720997538,1
QNU12224,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,98.11,74.63,34.49,37.79,35.95,31.5,31.31,98.11,Train,1,0.9954541514054276,1
QOT56489,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,98.19,74.39,34.82,37.79,35.95,30.92,31.14,98.19,Train,1,0.9969753069341168,1
QOQ18803,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.96,74.55,34.15,37.79,35.95,31.11,31.11,97.96,Train,1,0.9938760121911164,1
KY352407,Severe acute respiratory syndrome-related coronavirus strain BtKY72,Bat,Sarbecovirus,72.03,75.16,34.28,36.9,35.11,33.96,30.64,75.16,Train,0,0.1077331148357841,0
QMT52129,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.88,74.47,33.87,37.65,35.63,31.11,31.27,97.88,Train,1,0.9971796015164418,1
QOQ17279,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.72,74.31,34.72,37.79,35.95,31.11,31.31,97.72,Train,1,0.998790894434932,1
QOQ16355,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.8,74.39,34.53,37.79,35.95,31.11,31.31,97.8,Train,1,0.9989985357094524,1
QNO87407,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.01,74.55,41.76,37.79,35.95,31.11,31.31,97.01,Train,1,0.9994158355834584,1
QJR86109,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.64,74.16,34.63,37.79,35.95,31.05,31.3,97.64,Train,1,0.9993978547824204,1
QOT64322,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.41,74.31,34.59,37.79,35.95,31.11,30.65,97.41,Train,1,0.997142863597869,1
NC_014470,Bat coronavirus BM48-31/BGR/2008,Bat,Sarbecovirus,71.66,75.22,38.6,36.81,36.04,33.73,30.38,75.22,Train,0,0.0712401235245994,0
QOH26382,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.72,74.24,34.5,37.79,35.95,31.11,31.31,97.72,Train,1,0.9947788550485686,1
YP_003858584,Bat coronavirus BM48-31/BGR/2008],Bat,Other,71.66,75.22,38.6,36.81,36.04,33.73,30.38,75.22,Train,0,0.0712401235245994,0
QOP79569,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.72,74.24,34.5,37.79,35.95,31.11,31.27,97.72,Test,1,0.9955682267726976,1
QOT53201,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.64,74.24,34.59,37.79,35.95,31.11,31.31,97.64,Train,1,0.9969169544416826,1
QOW86682,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.72,74.24,34.5,37.79,35.95,31.11,31.31,97.72,Train,1,0.9968247298766472,1
QOT48497,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.56,74.24,34.59,37.79,35.95,31.11,31.31,97.56,Train,1,0.997139208615446,1
QNU10992,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.25,74.31,34.49,37.79,35.95,31.11,30.65,97.25,Train,1,0.9979816762860828,1
QNV50394,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.17,74.24,34.16,37.79,35.95,31.11,31.27,97.17,Train,1,0.9983522768413792,1
MG772933,Bat SARS-like coronavirus isolate bat-SL-CoVZC45,Bat,Sarbecovirus,81.0,77.02,33.31,37.7,35.35,33.82,31.25,81.0,Train,0,0.246609404869501,0
QOD06325,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.56,74.16,34.5,37.79,35.95,31.11,30.65,97.56,Train,1,0.9955585936254668,1
QNO91967,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.33,74.08,33.9,37.79,35.95,31.11,31.27,97.33,Test,1,0.998775773827109,1
QNO92591,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.33,74.08,33.87,37.79,35.95,31.11,30.62,97.33,Train,1,0.9956564852526664,1
QOT63626,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.72,74.0,34.5,37.79,35.95,31.05,31.3,97.72,Train,1,0.998911042429863,1
QOQ10696,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.17,74.0,34.53,37.79,35.95,31.11,31.31,97.17,Train,1,0.9996673674153314,1
QOS49661,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.88,73.92,38.31,37.76,36.09,31.17,31.32,97.88,Train,1,0.9986596523491902,1
QOQ14848,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.33,74.0,34.53,37.79,35.95,31.11,31.31,97.33,Test,1,0.9989192855065194,1
QOT61179,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.17,73.77,38.31,37.79,36.08,31.18,31.43,97.17,Train,1,0.999555772496572,1
QNN95905,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.41,73.92,34.34,37.79,35.95,31.11,31.31,97.41,Train,1,0.9981686175639356,1
QOP82711,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,96.7,73.84,38.44,37.79,35.95,31.11,31.31,96.7,Train,1,0.9998496560879052,1
KJ473811,BtRf-BetaCoV/JL2012,Bat,Sarbecovirus,72.76,75.73,39.68,37.5,35.18,34.39,33.79,75.73,Train,0,0.072756362226412,0
QOQ28347,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.01,73.69,38.44,37.79,35.95,31.05,31.3,97.01,Train,1,0.9995430674611938,1
QOQ19967,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,96.23,73.92,38.44,37.79,35.95,31.11,31.31,96.23,Train,1,0.9996358154276264,1
QOP99310,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,95.99,73.77,41.76,37.79,35.95,31.11,31.31,95.99,Train,1,0.9998637375506848,1
QOP87040,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,96.39,73.45,38.44,37.79,35.95,31.05,31.3,96.39,Train,1,0.9999241613851916,1
QOP79976,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,96.39,73.53,33.52,37.79,35.95,31.11,31.31,96.39,Train,1,0.9995020102832264,1
QOQ21718,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,96.54,73.53,34.48,37.79,35.95,31.11,31.31,96.54,Train,1,0.999061161446029,1
QKR85093,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,96.62,73.3,34.11,37.79,35.95,31.11,31.31,96.62,Train,1,0.998937308271352,1
LC556375,Severe acute respiratory syndrome-related coronavirus Rc-o319 RNA,Bat,Sarbecovirus,76.48,76.45,33.78,38.0,36.5,34.57,29.87,76.48,Train,0,0.3332628855862743,0
QNP07291,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,96.23,73.45,33.53,37.79,35.95,31.11,31.31,96.23,Train,1,0.9994416728769572,1
QOQ01530,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,95.6,73.38,38.44,37.79,35.95,31.11,31.31,95.6,Train,1,0.9999637619067856,1
QNO79787,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,95.92,73.22,38.44,37.79,35.95,31.05,31.3,95.92,Train,1,0.9999305955440816,1
QJR94857,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,95.99,73.3,33.43,37.79,35.95,31.11,31.31,95.99,Train,1,0.9994951097166334,1
QKV08047,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,96.54,73.06,33.49,35.74,33.92,29.41,29.43,96.54,Train,1,0.9993076938295484,1
MZ190138,Bat SARS-like coronavirus Khosta-2 strain BtCoV/Khosta-2/Rh/Russia/2020,Bat,Sarbecovirus,72.74,73.48,35.06,37.71,35.78,31.57,30.53,73.48,Train,0,0.1446507562822755,0
QLG99844,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,95.44,72.98,38.44,37.79,35.95,31.11,31.31,95.44,Test,1,0.9999422006125416,1
QKR84973,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,95.92,72.98,33.53,37.79,35.95,31.11,31.31,95.92,Train,1,0.9994646604268858,1
QNA39319,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,95.76,72.91,33.75,36.97,35.41,30.59,30.92,95.76,Train,1,0.9997176168529676,1
QOP83143,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,95.37,72.75,38.44,37.79,35.95,31.05,31.3,95.37,Train,1,0.9999764775043296,1
AY559090,SARS coronavirus SinP3,Homo sapiens,SARS-CoV-1,84.44,99.89,34.44,37.15,34.92,34.8,30.26,99.89,Train,1,0.3503795728670876,0
AY559091,SARS coronavirus SinP4,Homo sapiens,SARS-CoV-1,68.16,99.77,30.13,29.87,28.47,30.65,25.66,99.77,Test,1,0.9934835063309968,1
AY351680,SARS coronavirus ZMY 1,Homo sapiens,SARS-CoV-1,83.75,99.17,38.38,37.15,35.09,34.68,29.93,99.17,Train,1,0.370665785892225,0
AY613953,SARS coronavirus GZ0403 spike glycoprotein gene,Homo sapiens,SARS-CoV-1,86.51,98.7,37.85,37.15,34.79,34.8,30.84,98.7,Train,1,0.9999987037845168,1
QJD47286,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,83.68,74.95,41.76,37.65,35.95,31.11,30.65,83.68,Train,1,0.9999999999798428,1
AY394980,SARS coronavirus GZ-D,Homo sapiens,SARS-CoV-1,83.43,99.43,36.67,36.67,34.55,35.45,30.25,99.43,Train,1,1.0,1
AY707461,SARS coronavirus GD322 S2 protein (S2) gene,Homo sapiens,SARS-CoV-1,91.39,99.25,43.17,42.19,39.32,35.08,33.98,99.25,Train,1,0.9582162748503578,1
AY559089,SARS coronavirus SinP2,Homo sapiens,SARS-CoV-1,87.29,95.76,44.02,42.37,39.36,35.03,34.35,95.76,Train,1,0.9887715975053452,1
YP_009072440,Bat Hp-betacoronavirus/Zhejiang2013],Bat,Beta other,41.08,41.29,33.54,38.11,38.09,32.18,31.68,41.29,Train,0,0.0440973663916952,0
ADM33582,Bat coronavirus HKU9-10-2],Bat,Other,33.08,33.61,35.0,38.43,39.61,31.71,31.86,39.61,Train,0,0.0299959824616686,0
ADM33566,Bat coronavirus HKU9-5-2],Bat,Other,33.63,33.64,34.9,38.43,39.61,31.71,31.73,39.61,Train,0,0.0381995993311078,0
ABN10919,Bat coronavirus HKU9-2],Bat,Other,33.66,33.46,34.88,38.36,40.03,32.83,31.33,40.03,Train,0,0.0197142202888351,0
YP_001039971,Rousettus bat coronavirus HKU9],Bat,Other,32.66,32.48,33.58,38.52,39.84,33.42,31.5,39.84,Train,0,0.1026720840343425,0
ABN10927,Bat coronavirus HKU9-3],Bat,Other,33.1,33.47,35.01,40.11,38.47,31.63,32.06,40.11,Test,0,0.0034268275173462,0
ADM33574,Bat coronavirus HKU9-10-1],Bat,Other,33.1,33.47,35.11,40.11,38.47,31.37,32.06,40.11,Test,0,0.0032269481727778,0
ADM33558,Bat coronavirus HKU9-5-1],Bat,Other,33.1,33.47,35.01,40.11,38.47,31.24,31.93,40.11,Train,0,0.0027529238411718,0
QDF43840,Coronavirus BtRt-BetaCoV/GX2018],Bat,Beta other,34.39,33.94,33.05,38.83,38.13,30.86,30.84,38.83,Test,0,0.0242331000600888,0
AVP25406,Rousettus bat coronavirus HKU9],Bat,Other,33.33,32.4,32.75,38.65,38.05,29.96,30.85,38.65,Train,0,0.1708632550431786,0
YP_009273005,Rousettus bat coronavirus],Bat,Other,35.86,34.03,34.92,38.44,38.69,31.97,30.91,38.69,Test,0,0.0184957125242839,0
ABN10935,Bat coronavirus HKU9-4],Bat,Other,35.41,33.5,34.78,39.61,38.11,30.97,33.78,39.61,Train,0,0.0096752987032818,0
QKF94914,Rousettus bat coronavirus GCCDC1],Bat,Other,35.96,33.1,39.57,38.18,38.35,32.1,30.91,39.57,Test,0,0.0120405311353157,0
YP_001039962,Pipistrellus bat coronavirus HKU5],Bat,Other,37.11,35.8,63.72,40.49,37.69,35.54,36.13,63.72,Train,0,0.0180191211649293,0
QHA24687,Pipistrellus abramus bat coronavirus HKU5-related],Bat,Other,36.75,35.25,64.06,32.12,37.39,35.65,35.76,64.06,Train,0,0.0041783583698161,0
AWH65932,Pipistrellus bat coronavirus HKU5],Bat,Other,36.88,35.11,63.73,40.2,37.21,35.27,36.39,63.73,Train,0,0.0370725012109163,0
AIA62343,BtPa-BetaCoV/GD2013],Bat,Other,36.74,35.26,63.89,40.76,37.56,36.07,35.65,63.89,Train,0,0.0005721348644537,0
AWH65910,Pipistrellus bat coronavirus HKU5],Bat,Other,36.16,35.62,64.43,33.28,37.44,35.21,36.45,64.43,Train,0,0.0022752519497192,0
ABG47052,Bat coronavirus (BtCoV/133/2005)],Bat,Other,36.31,36.61,67.18,41.69,39.76,31.95,36.51,67.18,Train,0,0.2493230884758007,0
ABN10884,Bat coronavirus HKU5-2],Bat,Other,36.38,36.62,64.01,41.2,37.74,31.71,36.23,64.01,Train,0,0.001435061169429,0
ABN10893,Bat coronavirus HKU5-3],Bat,Other,36.38,36.62,64.01,41.07,37.74,31.71,36.23,64.01,Train,0,0.0013911308364549,0
AWH65877,Tylonycteris bat coronavirus HKU4],Bat,Other,36.22,37.51,66.54,41.56,39.76,32.05,36.58,66.54,Train,0,0.0049726956716557,0
AIA62352,BtTp-BetaCoV/GX2012],Bat,Other,36.13,37.42,66.54,41.56,39.76,32.05,36.58,66.54,Train,0,0.005679056690341,0
AWH65888,Tylonycteris bat coronavirus HKU4],Bat,Other,41.18,37.61,66.67,41.56,39.76,30.31,36.58,66.67,Test,0,0.0116043090836937,0
AWH65921,Pipistrellus bat coronavirus HKU5],Bat,Other,36.27,34.88,63.6,39.9,36.74,36.54,36.29,63.6,Train,0,0.0011246486869454,0
ABN10857,Bat coronavirus HKU4-3],Bat,Other,40.72,36.51,67.14,41.95,39.89,35.4,36.73,67.14,Train,0,0.0048373322787227,0
ABN10848,Bat coronavirus HKU4-2],Bat,Other,40.72,36.51,67.21,42.08,40.03,35.4,36.73,67.21,Train,0,0.0054289972348488,0
ASL68941,Hypsugo bat coronavirus HKU25],Bat,Other,35.03,36.19,66.27,43.06,38.22,31.15,35.16,66.27,Test,0,0.0025754494013566,0
YP_001039953,Tylonycteris bat coronavirus HKU4],Bat,Other,40.72,36.51,67.06,41.95,39.89,35.4,36.73,67.06,Train,0,0.0059727783050399,0
AWH65899,Tylonycteris bat coronavirus HKU4],Bat,Other,40.85,36.41,67.36,41.82,39.76,35.24,36.58,67.36,Train,0,0.0042538583089231,0
QHA24678,Tylonycteris pachypus bat coronavirus HKU4-related],Bat,Other,35.78,36.51,67.14,41.95,40.03,31.91,36.58,67.14,Test,0,0.0050848231262804,0
ABN10866,Bat coronavirus HKU4-4],Bat,Other,40.58,37.04,66.91,41.82,39.89,31.66,36.58,66.91,Train,0,0.0022946849045232,0
ASL68953,Hypsugo bat coronavirus HKU25],Bat,Other,35.94,35.8,65.85,42.54,38.11,34.13,30.7,65.85,Train,0,0.0005846527317335,0
AUM60014,Middle East respiratory syndrome-related coronavirus],Bat,MERSr,36.28,36.31,67.94,42.08,38.05,35.11,35.11,67.94,Train,0,0.0612010720454373,0
AGY29650,Coronavirus Neoromicia/PML-PHE1/RSA/2011],Bat,MERSr,34.55,35.35,63.4,40.7,38.85,31.41,32.63,63.4,Train,0,0.0024976178551238,0
ATQ39390,Middle East respiratory syndrome-related coronavirus],Bat,MERSr,34.46,35.39,63.21,40.83,38.98,31.16,32.63,63.21,Train,0,0.00453427991377,0
QGA70702,Erinaceus hedgehog coronavirus HKU31],Other,Other,33.36,34.67,57.76,42.78,41.03,33.8,37.14,57.76,Train,0,0.1303435645377876,0
QAT98898,Middle East respiratory syndrome-related coronavirus],Camels,MERSr,35.29,34.98,99.26,41.15,38.2,35.82,35.79,99.26,Train,0,0.5995813439649036,1
AHY61337,BtVs-BetaCoV/SC2013],Bat,MERSr,36.3,36.34,67.87,42.36,37.68,34.14,34.52,67.87,Train,0,0.8598524898482417,1
AXP07345,Middle East respiratory syndrome-related coronavirus],Camels,MERSr,35.19,34.89,99.19,41.15,38.2,35.82,35.79,99.19,Train,0,0.6105556950594668,1
QGA70692,Erinaceus hedgehog coronavirus HKU31],Other,Other,33.27,34.58,57.69,42.65,40.9,33.8,37.14,57.69,Train,0,0.1086898345717156,0
ALL26396,Middle East respiratory syndrome-related coronavirus],Camels,MERSr,35.17,34.72,99.78,41.41,38.27,35.82,35.79,99.78,Train,0,0.5380511194434178,1
ALA49649,Middle East respiratory syndrome-related coronavirus],Camels,MERSr,35.19,34.63,99.63,41.28,38.29,35.82,35.79,99.63,Train,0,0.5008212002629183,1
ALA49374,Middle East respiratory syndrome-related coronavirus],Camels,MERSr,35.19,34.63,99.78,41.28,38.14,35.82,35.79,99.78,Train,0,0.5575394716383808,1
ALA49396,Middle East respiratory syndrome-related coronavirus],Camels,MERSr,35.19,34.63,99.78,41.28,38.14,35.82,35.79,99.78,Train,0,0.5457660269439704,1
ASU90241,Middle East respiratory syndrome-related coronavirus],Camels,MERSr,35.19,34.89,99.7,41.28,37.93,35.82,35.79,99.7,Train,0,0.5920533332144758,1
ALA50067,Middle East respiratory syndrome-related coronavirus],Camels,MERSr,35.19,34.63,99.78,41.28,38.14,35.82,35.79,99.78,Train,0,0.648434910939586,1
AVN89313,Middle East respiratory syndrome-related coronavirus],Camels,MERSr,35.19,34.7,99.26,41.02,38.07,35.82,35.79,99.26,Train,0,0.455145194242585,0
AVN89291,Middle East respiratory syndrome-related coronavirus],Camels,MERSr,35.19,34.7,99.33,41.15,38.2,35.82,35.79,99.33,Train,0,0.4596659669425333,0
ALA49803,Middle East respiratory syndrome-related coronavirus],Camels,MERSr,35.19,34.63,99.63,41.28,38.14,35.82,35.79,99.63,Test,0,0.509849941872686,1
ANF29239,Middle East respiratory syndrome-related coronavirus],Homo sapiens,MERS,35.1,34.79,99.78,41.28,37.93,35.82,35.79,99.78,Test,1,0.6257762627796973,1
AKN24749,Middle East respiratory syndrome-related coronavirus],Homo sapiens,MERS,35.1,34.79,99.85,41.28,37.93,35.82,35.79,99.85,Train,1,0.6151429323827503,1
AYV64549,Middle East respiratory syndrome-related coronavirus],Homo sapiens,MERS,35.19,34.89,99.85,41.28,37.93,35.82,35.79,99.85,Train,1,0.6348852924761608,1
QCI31469,Middle East respiratory syndrome-related coronavirus],Camels,MERSr,35.1,34.79,99.85,41.28,37.93,35.82,35.79,99.85,Train,0,0.5931652248323551,1
ALL26409,Middle East respiratory syndrome-related coronavirus],Camels,MERSr,35.19,34.63,99.85,41.28,38.14,35.82,36.07,99.85,Test,0,0.5668646378361437,1
ALW82691,Middle East respiratory syndrome-related coronavirus],Homo sapiens,MERS,34.89,34.73,99.85,41.28,37.93,35.82,35.79,99.85,Train,1,0.6033930240492238,1
ATG84756,Middle East respiratory syndrome-related coronavirus],Homo sapiens,MERS,35.1,34.79,99.85,41.28,37.93,35.98,35.79,99.85,Train,1,0.5513475064429559,1
QEJ82215,Middle East respiratory syndrome-related coronavirus],Homo sapiens,MERS,35.1,34.89,99.7,41.28,37.93,35.98,35.96,99.7,Train,1,0.6083151093497908,1
AKN24830,Middle East respiratory syndrome-related coronavirus],Homo sapiens,MERS,35.1,34.79,99.78,41.28,38.07,35.82,35.79,99.78,Test,1,0.5674656798138137,1
AXN92228,Middle East respiratory syndrome-related coronavirus],Homo sapiens,MERS,35.1,34.79,99.78,41.28,37.93,35.82,35.79,99.78,Train,1,0.5648614047002333,1
AQZ41296,Middle East respiratory syndrome-related coronavirus],Camels,MERSr,35.1,34.89,99.7,41.28,37.93,35.82,35.79,99.7,Train,0,0.6092744596741517,1
ANI69878,Middle East respiratory syndrome-related coronavirus],Camels,MERSr,34.91,34.89,99.56,41.28,37.88,35.82,35.79,99.56,Train,0,0.6519669598944192,1
