Accession,Virus,Host_agg,Species_agg,vsWuhan,vsTor2,vsMers,vsOC43,vsHKU1,vs229E,vsNL63,MaxSim,Human,Source,Human_prob,Predicted
QND77102,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.84,75.88,34.91,37.79,35.95,31.11,31.27,99.84,1,Train,0.9782075335829544,1
QNG42952,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.69,75.8,34.91,37.79,35.95,31.11,31.31,99.69,1,Test,0.9874461532763842,1
QJU71765,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.84,75.8,34.91,37.79,35.95,31.11,31.27,99.84,1,Train,0.9772706374185092,1
QNI25368,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.84,75.8,34.91,37.79,35.95,30.97,31.27,99.84,1,Train,0.9851876679951332,1
QNO30468,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.84,75.8,34.82,37.79,35.95,31.11,31.31,99.84,1,Train,0.9777830395887624,1
QNN95245,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.84,75.8,34.91,37.79,35.87,31.05,31.3,99.84,1,Train,0.97629811712816,1
QNO97367,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.53,75.88,35.0,37.79,35.95,31.11,30.65,99.53,1,Train,0.994190390028725,1
QNO89171,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.76,75.8,35.0,37.79,35.95,31.11,31.27,99.76,1,Train,0.9862060583761776,1
QNS26714,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.84,75.8,34.91,37.79,35.95,31.11,31.4,99.84,1,Train,0.9787259410555724,1
QNT08737,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.76,75.72,34.91,37.65,35.81,31.11,30.77,99.76,1,Train,0.9718770630721884,1
QNV70698,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.84,75.8,34.82,37.79,35.95,31.11,31.27,99.84,1,Test,0.9760403845035088,1
QOC62719,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.84,75.8,35.0,37.93,36.08,30.98,31.14,99.84,1,Train,0.9825553875874592,1
QOC62215,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.76,75.72,34.91,38.06,36.22,31.11,31.27,99.76,1,Train,0.9812284961614196,1
QOC61711,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.76,75.72,34.91,37.93,35.95,30.98,31.27,99.76,1,Train,0.9820512762379686,1
QOE44536,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.84,75.8,34.91,37.65,35.81,31.24,31.4,99.84,1,Test,0.9784026898317512,1
QOE78764,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.76,75.8,34.91,37.93,36.08,31.11,31.48,99.76,1,Train,0.97699948294424,1
QOH29617,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.84,75.8,34.91,37.79,35.95,31.11,31.27,99.84,1,Train,0.9800666354266424,1
QOF08477,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.84,75.8,34.82,37.65,35.81,30.98,31.14,99.84,1,Train,0.9790789260388472,1
QOI60370,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.76,75.8,35.1,37.79,36.08,30.98,31.4,99.76,1,Train,0.983582424763164,1
QOL76705,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.76,75.8,34.91,37.79,35.95,31.11,31.14,99.76,1,Test,0.9723294814691664,1
QOL72709,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.84,75.8,34.82,37.79,35.95,31.11,31.27,99.84,1,Train,0.9808019434389772,1
QOQ11224,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.76,75.8,35.0,37.79,35.95,31.11,31.27,99.76,1,Train,0.9850847750073548,1
QOQ01255,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.76,75.88,35.0,37.79,35.95,31.11,30.65,99.76,1,Train,0.980214491324572,1
QOP99142,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.76,75.8,34.91,37.65,35.81,30.98,31.14,99.76,1,Train,0.9845278000727627,1
QOP94670,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.76,75.88,35.0,37.79,35.95,31.24,31.27,99.76,1,Train,0.987043690702206,1
QOP89847,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.76,75.8,35.0,37.79,35.95,31.11,31.27,99.76,1,Train,0.9862672315923472,1
QOR63909,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.84,75.8,34.91,37.79,35.95,31.11,31.27,99.84,1,Train,0.9772532835185076,1
QOT68629,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.76,75.8,35.1,37.79,35.95,31.11,31.27,99.76,1,Train,0.9885554648635444,1
QOS45825,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.76,75.8,34.91,37.79,35.95,30.98,30.52,99.76,1,Train,0.9847970789469048,1
QOV04388,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.76,75.8,34.91,37.79,35.95,31.11,31.27,99.76,1,Train,0.9750583281955268,1
QOU96134,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.84,75.8,35.0,37.65,35.95,31.11,31.35,99.84,1,Train,0.974638412050702,1
QOU94886,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.84,75.8,34.82,37.79,35.95,30.98,31.27,99.84,1,Train,0.9730840364000378,1
QOW62960,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.76,75.72,34.82,37.93,36.08,31.11,31.27,99.76,1,Train,0.972355359952774,1
QOW82292,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.76,75.72,34.91,37.79,35.95,31.11,31.31,99.76,1,Train,0.970356823883853,1
QJD48543,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.84,75.8,34.91,37.79,35.95,31.11,31.27,99.84,1,Train,0.984199057791618,1
QJR86037,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.84,75.8,34.72,37.65,35.81,31.02,31.27,99.84,1,Train,0.9814984249929968,1
QJY40469,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.76,75.8,34.91,37.79,35.95,31.11,31.31,99.76,1,Train,0.9785270538238796,1
QKG91034,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.84,75.8,34.91,37.79,35.95,31.11,31.27,99.84,1,Train,0.9809029765516096,1
QKU37177,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.76,75.88,34.91,37.79,35.95,31.11,31.27,99.76,1,Test,0.975797052295932,1
QKV35279,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.76,75.72,34.82,37.79,36.08,31.11,31.14,99.76,1,Train,0.9740787523821296,1
QKT21014,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.84,75.8,34.91,37.79,35.95,31.11,31.31,99.84,1,Train,0.975956312093774,1
QLE10849,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.76,75.88,34.91,37.65,35.95,30.98,31.11,99.76,1,Train,0.9605389008832842,1
QLH00805,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.84,75.8,34.91,37.79,35.95,31.11,30.65,99.84,1,Train,0.9766871536750218,1
QLI50137,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.84,75.8,34.91,37.79,35.95,31.11,31.27,99.84,1,Train,0.977172077329177,1
QLJ57965,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.84,75.8,35.07,37.65,35.81,30.98,31.52,99.84,1,Train,0.9827866017316488,1
QLL36193,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.84,75.8,35.0,37.65,35.95,31.24,31.31,99.84,1,Train,0.98099098719553,1
QMJ01065,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.84,75.8,35.0,37.79,35.95,31.11,31.65,99.84,1,Train,0.970986719684754,1
QMT91240,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.84,75.8,34.91,37.79,35.95,31.11,31.27,99.84,1,Train,0.9798470653766246,1
QMU93804,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.84,75.8,34.91,37.79,35.95,31.11,31.27,99.84,1,Train,0.9832536128459436,1
QNA41562,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.76,75.8,34.91,37.79,35.95,31.11,31.31,99.76,1,Train,0.9859358681000496,1
QNA37459,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.84,75.8,34.91,37.79,35.95,31.11,31.27,99.84,1,Train,0.968263870683008,1
QNC53821,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.84,75.8,34.91,37.79,35.95,31.11,31.27,99.84,1,Train,0.9833753184563768,1
QNL90884,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.84,75.8,34.91,37.79,35.95,31.11,31.27,99.84,1,Train,0.9685220296904286,1
QNM94166,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.84,75.8,34.91,37.79,35.95,31.11,31.27,99.84,1,Train,0.9834692358362328,1
QNN88274,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.76,75.8,34.91,37.57,35.95,31.11,31.31,99.76,1,Test,0.9816923474778092,1
QNO92999,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.76,75.8,34.91,37.79,35.95,31.11,31.27,99.76,1,Train,0.9848683482445302,1
QNO76859,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.76,75.8,35.0,37.79,35.95,31.11,30.65,99.76,1,Train,0.98501029566733,1
QNO65927,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.76,75.8,35.1,37.79,35.95,31.11,31.27,99.76,1,Train,0.981800377240042,1
QNO32360,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.84,75.8,34.82,37.65,35.81,30.98,31.14,99.84,1,Test,0.980651030899112,1
QNQ16685,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.69,75.8,34.91,37.79,35.95,31.11,31.31,99.69,1,Train,0.9898312043670436,1
QOC65969,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.84,75.8,34.82,37.65,35.81,30.98,31.14,99.84,1,Train,0.9825431833327368,1
QLC48443,Severe acute respiratory syndrome coronavirus 2],Feline,SARS-CoV-2,99.84,75.8,34.82,37.79,35.95,31.11,30.65,99.84,0,Train,0.97397633431847,1
QOF20729,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.84,75.8,35.0,37.65,35.81,31.11,31.27,99.84,1,Train,0.9756376930801164,1
QOI09915,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.76,75.8,34.91,37.65,35.81,30.98,31.36,99.76,1,Train,0.9818634371696102,1
QOL73021,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.76,75.8,34.91,37.79,35.95,31.11,31.14,99.76,1,Train,0.9765874271769186,1
QOQ26383,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.61,75.8,35.0,37.79,35.95,31.11,31.31,99.61,1,Train,0.9900311310713452,1
QOP81163,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.76,75.8,35.0,37.65,35.81,31.24,31.4,99.76,1,Train,0.9851147493586738,1
QOT61826,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.69,75.8,34.82,37.79,35.95,31.11,31.27,99.69,1,Train,0.9912243558993504,1
QOT48305,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.69,75.72,34.85,37.79,35.95,31.11,31.18,99.69,1,Train,0.9829172125574556,1
QOS47018,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.84,75.8,34.91,37.79,35.86,31.24,30.94,99.84,1,Train,0.9754692439697532,1
QOW16961,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.76,75.72,34.91,37.79,36.08,31.11,31.14,99.76,1,Train,0.97134227618284,1
QJC19851,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.76,75.8,34.91,37.79,35.95,31.11,30.65,99.76,1,Train,0.9830130299110936,1
QJR91617,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.69,75.8,34.7,37.79,35.95,31.11,31.31,99.69,1,Train,0.9812753530360272,1
QJY40517,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.76,75.8,34.91,37.79,35.95,31.11,31.27,99.76,1,Train,0.9786362751982648,1
QLF97735,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.76,75.72,34.91,37.79,35.95,31.11,31.27,99.76,1,Train,0.9747069026567304,1
QLY88683,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.76,75.72,34.91,37.79,35.95,31.11,31.27,99.76,1,Train,0.9726689343033,1
QMJ01257,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.84,75.8,34.91,37.65,35.97,31.11,31.27,99.84,1,Train,0.9749720289316484,1
QMI93386,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.84,75.8,34.91,37.87,35.81,30.98,31.14,99.84,1,Train,0.9835640737666256,1
QNA40350,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.76,75.8,34.91,37.79,35.95,31.11,31.11,99.76,1,Train,0.9739590494791428,1
QNN87100,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.84,75.96,34.91,37.79,35.95,31.11,31.27,99.84,1,Train,0.9751269817890666,1
QNN83674,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.76,75.8,34.91,37.79,35.95,31.11,31.27,99.76,1,Train,0.9797476524717182,1
QNN88070,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.84,75.8,34.91,37.57,35.95,31.11,31.27,99.84,1,Train,0.9847198645779928,1
QOC62239,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.84,75.8,34.91,37.65,35.95,31.11,31.27,99.84,1,Test,0.9726251515710722,1
QLC48467,Severe acute respiratory syndrome coronavirus 2],Feline,SARS-CoV-2,99.76,75.8,34.82,37.79,35.95,31.11,31.27,99.76,0,Train,0.9722633125740484,1
QOE45143,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.76,75.72,34.91,37.79,35.95,30.98,31.14,99.76,1,Test,0.9766396673991184,1
QOQ27999,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.76,75.78,35.0,37.79,35.95,31.11,31.27,99.76,1,Train,0.9801111547056746,1
QOQ57024,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.84,75.8,34.91,37.79,35.95,31.11,31.27,99.84,1,Train,0.982622631914256,1
QOT50429,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.76,75.8,35.0,37.79,35.95,31.11,31.31,99.76,1,Train,0.9883118245450075,1
QKQ30552,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.76,75.8,34.91,37.79,35.95,31.11,31.11,99.76,1,Test,0.9734082159602496,1
QJS53386,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.84,75.8,34.91,37.79,35.81,31.11,31.27,99.84,1,Train,0.9841961143052708,1
QJX45344,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.76,75.72,34.82,37.79,35.95,31.11,31.27,99.76,1,Train,0.9760922818067778,1
QKS67443,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.14,76.2,34.66,37.81,35.69,31.88,31.5,99.14,1,Train,0.992153240423745,1
QKU37261,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.76,75.8,34.82,37.79,35.95,30.98,31.18,99.76,1,Test,0.9822100596361945,1
QLC46253,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.76,75.72,34.82,37.79,35.95,31.11,31.27,99.76,1,Train,0.9814511972842056,1
QLC91400,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.84,75.8,34.91,37.79,35.95,31.11,31.27,99.84,1,Train,0.9748051725542288,1
QLH64779,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.84,75.8,34.91,37.79,35.95,31.11,31.31,99.84,1,Train,0.9833745346412368,1
QLM05835,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.76,75.8,34.91,37.93,36.08,30.97,31.27,99.76,1,Train,0.9871352458236258,1
QMI98379,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.76,75.8,34.91,37.79,35.86,30.98,31.01,99.76,1,Train,0.976571422176256,1
QMT96772,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.76,75.72,34.91,37.79,35.95,31.11,31.27,99.76,1,Train,0.9725938978009196,1
QMT50941,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.84,75.8,34.82,37.79,35.95,31.11,31.27,99.84,1,Test,0.981697520811691,1
QMU94140,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.76,75.72,34.91,37.79,35.95,31.11,31.31,99.76,1,Train,0.9827708116715136,1
QNG41433,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.84,75.8,34.91,37.93,35.95,31.11,31.31,99.84,1,Train,0.9812825262274146,1
QNL12218,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.84,75.8,34.91,37.79,35.95,31.11,31.27,99.84,1,Test,0.9821565860944508,1
QNO30036,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.84,75.8,34.91,37.79,35.95,31.11,31.27,99.84,1,Train,0.9803018536524108,1
QNO92687,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.69,75.8,35.0,37.79,35.95,31.11,31.27,99.69,1,Train,0.986927229198708,1
QNS27146,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.84,75.8,34.82,37.79,35.95,31.11,31.09,99.84,1,Train,0.97492000505865,1
QOC66437,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.53,75.8,34.91,37.79,35.95,31.11,30.65,99.53,1,Train,0.9923600582773904,1
QOC63175,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.76,75.72,34.91,37.65,35.78,30.98,30.98,99.76,1,Train,0.9787746422362642,1
QOI10107,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.84,75.8,34.82,37.79,35.81,31.11,31.27,99.84,1,Train,0.9704740059390374,1
QOQ18203,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.76,75.8,35.0,37.77,35.95,31.11,31.27,99.76,1,Train,0.9856866595150444,1
QOQ10924,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.76,75.8,34.91,37.79,35.95,31.11,31.27,99.76,1,Test,0.9844395576304544,1
QOP99202,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.69,75.8,34.85,37.93,35.95,31.24,30.52,99.69,1,Train,0.9731733756616608,1
QOP82663,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.76,75.8,35.0,37.79,35.95,31.11,31.27,99.76,1,Train,0.9834274871353466,1
QOR63226,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.69,75.8,35.1,37.79,36.08,30.98,31.23,99.69,1,Train,0.9812512305450172,1
QOQ71849,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.76,75.72,34.75,37.79,35.95,31.11,31.27,99.76,1,Train,0.977995193075447,1
QOR63525,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.84,75.8,34.91,37.79,35.95,31.11,31.27,99.84,1,Test,0.974524521585258,1
QOT59307,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.76,75.8,35.0,37.79,35.95,31.11,31.27,99.76,1,Test,0.9845256555237556,1
QKM75627,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.84,75.8,34.82,37.79,35.95,31.11,31.31,99.84,1,Train,0.9757567703432468,1
QOW82256,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.84,75.8,34.91,37.79,36.09,31.11,31.11,99.84,1,Test,0.9797899863196888,1
QOW79544,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.69,75.72,35.04,37.93,36.08,30.98,31.23,99.69,1,Train,0.980653826909106,1
QJR84429,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.76,75.72,35.14,37.79,36.08,31.12,31.22,99.76,1,Train,0.9798087526562532,1
QKG89534,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.69,75.8,34.91,37.79,35.95,31.11,31.27,99.69,1,Train,0.971972091915653,1
QKN20763,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.84,75.8,34.34,37.79,35.95,31.11,30.33,99.84,1,Train,0.976404091694086,1
QKX65004,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.76,75.8,34.91,37.79,35.95,30.98,30.65,99.76,1,Train,0.9823981444282256,1
QLC47896,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.76,75.8,34.91,37.79,35.95,31.11,31.27,99.76,1,Train,0.9762352499349262,1
QLH01273,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.76,75.72,34.7,37.79,35.95,31.11,31.27,99.76,1,Test,0.980207499054722,1
QMT97132,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.76,75.72,34.91,37.79,35.95,31.11,31.31,99.76,1,Test,0.964318444244986,1
QMU94920,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.76,75.8,34.91,37.79,35.95,31.11,31.27,99.76,1,Train,0.9691384666822338,1
QND76766,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.76,75.72,34.91,37.79,35.95,31.11,31.27,99.76,1,Test,0.9752195639727028,1
QNG43096,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.76,75.72,34.88,37.65,35.97,30.98,30.98,99.76,1,Train,0.9704085932993548,1
QNJ45106,Severe acute respiratory syndrome coronavirus 2],Minks,SARS-CoV-2,99.76,75.72,34.91,37.79,35.95,31.11,31.27,99.76,0,Test,0.9830183659886892,1
QNL36370,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.76,75.8,34.91,37.79,35.81,31.11,31.27,99.76,1,Train,0.9725822348225348,1
QNP05635,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.69,75.8,35.2,37.79,35.95,31.11,31.31,99.69,1,Train,0.9880115286178236,1
QNO99563,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.61,75.8,35.0,37.79,35.81,31.11,30.65,99.61,1,Train,0.9937945931741524,1
QNS00169,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.84,75.8,35.13,37.65,36.08,31.11,31.21,99.84,1,Train,0.9780120117368104,1
QNS30245,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.69,75.8,34.91,37.79,35.95,31.11,31.27,99.69,1,Train,0.982230360990876,1
QOJ39776,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.84,75.8,34.82,37.79,35.95,31.24,31.27,99.84,1,Train,0.976673217533965,1
QOQ26359,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.69,75.8,34.91,37.79,35.95,31.11,31.27,99.69,1,Train,0.989077509339841,1
QOQ15746,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.45,75.72,34.91,37.79,36.08,31.24,31.4,99.45,1,Test,0.9921420974709776,1
QOQ10780,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.69,75.8,34.91,37.65,35.81,31.11,31.27,99.69,1,Train,0.9853296736775338,1
QOQ08812,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.69,75.72,35.2,37.79,35.95,31.11,31.31,99.69,1,Train,0.9850994795316804,1
QOP97318,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.69,75.72,35.0,37.65,36.03,31.02,31.22,99.69,1,Train,0.9825806092396748,1
QOQ71121,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.76,75.72,34.82,37.65,35.81,31.24,31.14,99.76,1,Train,0.9725894125784332,1
QOS50129,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.76,75.8,34.91,37.79,35.95,31.11,31.27,99.76,1,Test,0.9823115096081352,1
QOW62468,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.76,75.72,35.0,37.79,35.86,30.98,31.01,99.76,1,Test,0.9742952096031476,1
QJQ84220,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.61,75.8,34.7,37.79,35.95,31.11,31.11,99.61,1,Train,0.9828559453966864,1
QJR90753,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.53,75.72,34.51,37.52,35.68,30.98,30.52,99.53,1,Train,0.9816641073942756,1
QLJ53608,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.76,75.8,34.82,37.79,35.95,31.11,31.27,99.76,1,Train,0.9759890956198906,1
QMI91082,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.76,75.72,34.82,37.79,35.95,31.11,31.27,99.76,1,Train,0.9719808717411256,1
