Accession,Virus,Host_agg,Species_agg,vsWuhan,vsTor2,vsMers,vsOC43,vsHKU1,vs229E,vsNL63,MaxSim,Human,Source,Human_prob,Predicted
MG772934,Bat SARS-like coronavirus isolate bat-SL-CoVZXC21,Bat,Sarbecovirus,80.32,76.94,33.33,37.42,35.19,33.8,30.65,80.32,0,Train,1.0960485105560754e-05,0
KY417145,Bat SARS-like coronavirus isolate Rf4092,Bat,Sarbecovirus,74.12,78.14,33.88,37.68,34.84,34.85,30.6,78.14,0,Train,5.79070942536725e-06,0
QKU53385,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.96,74.0,35.24,37.45,35.56,30.79,30.94,97.96,1,Test,0.9977532701763387,1
QOP81487,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,98.43,74.63,34.91,37.79,35.95,31.05,31.14,98.43,1,Train,0.9964362561383542,1
KU973692,UNVERIFIED: SARS-related coronavirus isolate F46,Bat,Sarbecovirus,74.28,78.22,33.79,37.68,34.63,34.47,30.43,78.22,0,Train,7.60504311366203e-06,0
QMT28905,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,98.43,74.55,34.44,37.79,35.95,31.11,31.27,98.43,1,Test,0.9987119838384838,1
QOQ22954,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,98.04,74.63,34.49,37.65,35.81,30.98,31.18,98.04,1,Train,0.998339150010884,1
QOT57688,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.96,74.63,34.53,37.79,35.95,31.05,31.3,97.96,1,Train,0.9984942985025862,1
QNU12224,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,98.11,74.63,34.49,37.79,35.95,31.5,31.31,98.11,1,Train,0.9983972987965656,1
QOT56489,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,98.19,74.39,34.82,37.79,35.95,30.92,31.14,98.19,1,Train,0.9974932376384804,1
QOQ18803,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.96,74.55,34.15,37.79,35.95,31.11,31.11,97.96,1,Train,0.9991435641026368,1
KY352407,Severe acute respiratory syndrome-related coronavirus strain BtKY72,Bat,Sarbecovirus,72.03,75.16,34.28,36.9,35.11,33.96,30.64,75.16,0,Train,0.0162689574305664,0
QMT52129,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.88,74.47,33.87,37.65,35.63,31.11,31.27,97.88,1,Train,0.9974565823240396,1
QOQ17279,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.72,74.31,34.72,37.79,35.95,31.11,31.31,97.72,1,Train,0.9988826040694728,1
QOQ16355,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.8,74.39,34.53,37.79,35.95,31.11,31.31,97.8,1,Train,0.9989135096385364,1
QNO87407,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.01,74.55,41.76,37.79,35.95,31.11,31.31,97.01,1,Train,0.9998219397348246,1
QJR86109,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.64,74.16,34.63,37.79,35.95,31.05,31.3,97.64,1,Train,0.9991449475909888,1
QOT64322,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.41,74.31,34.59,37.79,35.95,31.11,30.65,97.41,1,Train,0.9996577099517916,1
NC_014470,Bat coronavirus BM48-31/BGR/2008,Bat,Sarbecovirus,71.66,75.22,38.6,36.81,36.04,33.73,30.38,75.22,0,Train,0.0016781316335874,0
QOH26382,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.72,74.24,34.5,37.79,35.95,31.11,31.31,97.72,1,Train,0.998992057068694,1
YP_003858584,Bat coronavirus BM48-31/BGR/2008],Bat,Other,71.66,75.22,38.6,36.81,36.04,33.73,30.38,75.22,0,Train,0.0016781316335874,0
QOP79569,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.72,74.24,34.5,37.79,35.95,31.11,31.27,97.72,1,Test,0.9991889532634044,1
QOT53201,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.64,74.24,34.59,37.79,35.95,31.11,31.31,97.64,1,Train,0.9991812756225104,1
QOW86682,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.72,74.24,34.5,37.79,35.95,31.11,31.31,97.72,1,Train,0.9990747955123614,1
QOT48497,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.56,74.24,34.59,37.79,35.95,31.11,31.31,97.56,1,Train,0.999331759101236,1
QNU10992,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.25,74.31,34.49,37.79,35.95,31.11,30.65,97.25,1,Train,0.9996974850016568,1
QNV50394,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.17,74.24,34.16,37.79,35.95,31.11,31.27,97.17,1,Train,0.9994666032925584,1
MG772933,Bat SARS-like coronavirus isolate bat-SL-CoVZC45,Bat,Sarbecovirus,81.0,77.02,33.31,37.7,35.35,33.82,31.25,81.0,0,Train,6.096987573982173e-06,0
QOD06325,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.56,74.16,34.5,37.79,35.95,31.11,30.65,97.56,1,Train,0.998958137588692,1
QNO91967,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.33,74.08,33.9,37.79,35.95,31.11,31.27,97.33,1,Test,0.999811539015849,1
QNO92591,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.33,74.08,33.87,37.79,35.95,31.11,30.62,97.33,1,Train,0.998435930553967,1
QOT63626,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.72,74.0,34.5,37.79,35.95,31.05,31.3,97.72,1,Train,0.9991292062026512,1
QOQ10696,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.17,74.0,34.53,37.79,35.95,31.11,31.31,97.17,1,Train,0.9996702510433996,1
QOS49661,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.88,73.92,38.31,37.76,36.09,31.17,31.32,97.88,1,Train,0.9956235262452696,1
QOQ14848,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.33,74.0,34.53,37.79,35.95,31.11,31.31,97.33,1,Test,0.999613276147534,1
QOT61179,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.17,73.77,38.31,37.79,36.08,31.18,31.43,97.17,1,Train,0.9996758306970008,1
QNN95905,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.41,73.92,34.34,37.79,35.95,31.11,31.31,97.41,1,Train,0.9994187425052166,1
QOP82711,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,96.7,73.84,38.44,37.79,35.95,31.11,31.31,96.7,1,Train,0.999879230730394,1
KJ473811,BtRf-BetaCoV/JL2012,Bat,Sarbecovirus,72.76,75.73,39.68,37.5,35.18,34.39,33.79,75.73,0,Train,1.5172629157574912e-05,0
QOQ28347,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.01,73.69,38.44,37.79,35.95,31.05,31.3,97.01,1,Train,0.999728962264441,1
QOQ19967,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,96.23,73.92,38.44,37.79,35.95,31.11,31.31,96.23,1,Train,0.9998597910926844,1
QOP99310,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,95.99,73.77,41.76,37.79,35.95,31.11,31.31,95.99,1,Train,0.9999398561598124,1
QOP87040,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,96.39,73.45,38.44,37.79,35.95,31.05,31.3,96.39,1,Train,0.9998768959679588,1
QOP79976,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,96.39,73.53,33.52,37.79,35.95,31.11,31.31,96.39,1,Train,0.999962419833549,1
QOQ21718,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,96.54,73.53,34.48,37.79,35.95,31.11,31.31,96.54,1,Train,0.9998595500846442,1
QKR85093,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,96.62,73.3,34.11,37.79,35.95,31.11,31.31,96.62,1,Train,0.9998893278078876,1
LC556375,Severe acute respiratory syndrome-related coronavirus Rc-o319 RNA,Bat,Sarbecovirus,76.48,76.45,33.78,38.0,36.5,34.57,29.87,76.48,0,Train,0.0001204277375827,0
QNP07291,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,96.23,73.45,33.53,37.79,35.95,31.11,31.31,96.23,1,Train,0.9999573927638004,1
QOQ01530,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,95.6,73.38,38.44,37.79,35.95,31.11,31.31,95.6,1,Train,0.9999772092163466,1
QNO79787,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,95.92,73.22,38.44,37.79,35.95,31.05,31.3,95.92,1,Train,0.99994015346319,1
QJR94857,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,95.99,73.3,33.43,37.79,35.95,31.11,31.31,95.99,1,Train,0.9999804104570758,1
QKV08047,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,96.54,73.06,33.49,35.74,33.92,29.41,29.43,96.54,1,Train,0.9998855818742708,1
MZ190138,Bat SARS-like coronavirus Khosta-2 strain BtCoV/Khosta-2/Rh/Russia/2020,Bat,Sarbecovirus,72.74,73.48,35.06,37.71,35.78,31.57,30.53,73.48,0,Train,8.710091848086596e-05,0
QLG99844,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,95.44,72.98,38.44,37.79,35.95,31.11,31.31,95.44,1,Test,0.9999466818203306,1
QKR84973,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,95.92,72.98,33.53,37.79,35.95,31.11,31.31,95.92,1,Train,0.9999742265208076,1
QNA39319,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,95.76,72.91,33.75,36.97,35.41,30.59,30.92,95.76,1,Train,0.999211428467264,1
QOP83143,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,95.37,72.75,38.44,37.79,35.95,31.05,31.3,95.37,1,Train,0.9999785206368834,1
AY559090,SARS coronavirus SinP3,Homo sapiens,SARS-CoV-1,84.44,99.89,34.44,37.15,34.92,34.8,30.26,99.89,1,Train,0.9074752393279056,1
AY559091,SARS coronavirus SinP4,Homo sapiens,SARS-CoV-1,68.16,99.77,30.13,29.87,28.47,30.65,25.66,99.77,1,Test,0.883246213800758,1
AY351680,SARS coronavirus ZMY 1,Homo sapiens,SARS-CoV-1,83.75,99.17,38.38,37.15,35.09,34.68,29.93,99.17,1,Train,0.9364317744428728,1
AY613953,SARS coronavirus GZ0403 spike glycoprotein gene,Homo sapiens,SARS-CoV-1,86.51,98.7,37.85,37.15,34.79,34.8,30.84,98.7,1,Train,0.9999844796983486,1
QJD47286,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,83.68,74.95,41.76,37.65,35.95,31.11,30.65,83.68,1,Train,1.0,1
AY394980,SARS coronavirus GZ-D,Homo sapiens,SARS-CoV-1,83.43,99.43,36.67,36.67,34.55,35.45,30.25,99.43,1,Train,1.0,1
AY707461,SARS coronavirus GD322 S2 protein (S2) gene,Homo sapiens,SARS-CoV-1,91.39,99.25,43.17,42.19,39.32,35.08,33.98,99.25,1,Train,0.9247430056951436,1
AY559089,SARS coronavirus SinP2,Homo sapiens,SARS-CoV-1,87.29,95.76,44.02,42.37,39.36,35.03,34.35,95.76,1,Train,0.990675522590084,1
YP_009072440,Bat Hp-betacoronavirus/Zhejiang2013],Bat,Beta other,41.08,41.29,33.54,38.11,38.09,32.18,31.68,41.29,0,Train,0.0095917110135142,0
ADM33582,Bat coronavirus HKU9-10-2],Bat,Other,33.08,33.61,35.0,38.43,39.61,31.71,31.86,39.61,0,Train,9.482349423798544e-07,0
ADM33566,Bat coronavirus HKU9-5-2],Bat,Other,33.63,33.64,34.9,38.43,39.61,31.71,31.73,39.61,0,Train,1.6283589776275636e-06,0
ABN10919,Bat coronavirus HKU9-2],Bat,Other,33.66,33.46,34.88,38.36,40.03,32.83,31.33,40.03,0,Train,3.515416112115818e-06,0
YP_001039971,Rousettus bat coronavirus HKU9],Bat,Other,32.66,32.48,33.58,38.52,39.84,33.42,31.5,39.84,0,Train,5.985963909512618e-05,0
ABN10927,Bat coronavirus HKU9-3],Bat,Other,33.1,33.47,35.01,40.11,38.47,31.63,32.06,40.11,0,Test,4.683506038059563e-05,0
ADM33574,Bat coronavirus HKU9-10-1],Bat,Other,33.1,33.47,35.11,40.11,38.47,31.37,32.06,40.11,0,Test,5.1321836853792594e-05,0
ADM33558,Bat coronavirus HKU9-5-1],Bat,Other,33.1,33.47,35.01,40.11,38.47,31.24,31.93,40.11,0,Train,4.60721107795886e-05,0
QDF43840,Coronavirus BtRt-BetaCoV/GX2018],Bat,Beta other,34.39,33.94,33.05,38.83,38.13,30.86,30.84,38.83,0,Test,1.7688377583732297e-05,0
AVP25406,Rousettus bat coronavirus HKU9],Bat,Other,33.33,32.4,32.75,38.65,38.05,29.96,30.85,38.65,0,Train,0.0075664225420833,0
YP_009273005,Rousettus bat coronavirus],Bat,Other,35.86,34.03,34.92,38.44,38.69,31.97,30.91,38.69,0,Test,1.3417066902989056e-05,0
ABN10935,Bat coronavirus HKU9-4],Bat,Other,35.41,33.5,34.78,39.61,38.11,30.97,33.78,39.61,0,Train,0.0047406514547328,0
QKF94914,Rousettus bat coronavirus GCCDC1],Bat,Other,35.96,33.1,39.57,38.18,38.35,32.1,30.91,39.57,0,Test,7.000590058058446e-05,0
YP_001039962,Pipistrellus bat coronavirus HKU5],Bat,Other,37.11,35.8,63.72,40.49,37.69,35.54,36.13,63.72,0,Train,0.0015377182215649,0
QHA24687,Pipistrellus abramus bat coronavirus HKU5-related],Bat,Other,36.75,35.25,64.06,32.12,37.39,35.65,35.76,64.06,0,Train,0.000288765020678,0
AWH65932,Pipistrellus bat coronavirus HKU5],Bat,Other,36.88,35.11,63.73,40.2,37.21,35.27,36.39,63.73,0,Train,0.0004135886701902,0
AIA62343,BtPa-BetaCoV/GD2013],Bat,Other,36.74,35.26,63.89,40.76,37.56,36.07,35.65,63.89,0,Train,0.0009927417075687,0
AWH65910,Pipistrellus bat coronavirus HKU5],Bat,Other,36.16,35.62,64.43,33.28,37.44,35.21,36.45,64.43,0,Train,0.000715376176465,0
ABG47052,Bat coronavirus (BtCoV/133/2005)],Bat,Other,36.31,36.61,67.18,41.69,39.76,31.95,36.51,67.18,0,Train,0.0004796777399132,0
ABN10884,Bat coronavirus HKU5-2],Bat,Other,36.38,36.62,64.01,41.2,37.74,31.71,36.23,64.01,0,Train,0.001795643315925,0
ABN10893,Bat coronavirus HKU5-3],Bat,Other,36.38,36.62,64.01,41.07,37.74,31.71,36.23,64.01,0,Train,0.0012312546234402,0
AWH65877,Tylonycteris bat coronavirus HKU4],Bat,Other,36.22,37.51,66.54,41.56,39.76,32.05,36.58,66.54,0,Train,8.940059967972609e-05,0
AIA62352,BtTp-BetaCoV/GX2012],Bat,Other,36.13,37.42,66.54,41.56,39.76,32.05,36.58,66.54,0,Train,6.209195832399966e-05,0
AWH65888,Tylonycteris bat coronavirus HKU4],Bat,Other,41.18,37.61,66.67,41.56,39.76,30.31,36.58,66.67,0,Test,0.0001632004904919,0
AWH65921,Pipistrellus bat coronavirus HKU5],Bat,Other,36.27,34.88,63.6,39.9,36.74,36.54,36.29,63.6,0,Train,0.0012466145256834,0
ABN10857,Bat coronavirus HKU4-3],Bat,Other,40.72,36.51,67.14,41.95,39.89,35.4,36.73,67.14,0,Train,7.535695513043461e-05,0
ABN10848,Bat coronavirus HKU4-2],Bat,Other,40.72,36.51,67.21,42.08,40.03,35.4,36.73,67.21,0,Train,8.909198908977176e-05,0
ASL68941,Hypsugo bat coronavirus HKU25],Bat,Other,35.03,36.19,66.27,43.06,38.22,31.15,35.16,66.27,0,Test,0.006992274322358,0
YP_001039953,Tylonycteris bat coronavirus HKU4],Bat,Other,40.72,36.51,67.06,41.95,39.89,35.4,36.73,67.06,0,Train,9.47632344553508e-05,0
AWH65899,Tylonycteris bat coronavirus HKU4],Bat,Other,40.85,36.41,67.36,41.82,39.76,35.24,36.58,67.36,0,Train,3.7870742327073314e-05,0
QHA24678,Tylonycteris pachypus bat coronavirus HKU4-related],Bat,Other,35.78,36.51,67.14,41.95,40.03,31.91,36.58,67.14,0,Test,8.561526914105413e-05,0
ABN10866,Bat coronavirus HKU4-4],Bat,Other,40.58,37.04,66.91,41.82,39.89,31.66,36.58,66.91,0,Train,2.319548248421517e-05,0
ASL68953,Hypsugo bat coronavirus HKU25],Bat,Other,35.94,35.8,65.85,42.54,38.11,34.13,30.7,65.85,0,Train,0.0104539051258699,0
AUM60014,Middle East respiratory syndrome-related coronavirus],Bat,MERSr,36.28,36.31,67.94,42.08,38.05,35.11,35.11,67.94,0,Train,0.0001246789903244,0
AGY29650,Coronavirus Neoromicia/PML-PHE1/RSA/2011],Bat,MERSr,34.55,35.35,63.4,40.7,38.85,31.41,32.63,63.4,0,Train,0.0011817129445458,0
ATQ39390,Middle East respiratory syndrome-related coronavirus],Bat,MERSr,34.46,35.39,63.21,40.83,38.98,31.16,32.63,63.21,0,Train,0.000228307936492,0
QGA70702,Erinaceus hedgehog coronavirus HKU31],Other,Other,33.36,34.67,57.76,42.78,41.03,33.8,37.14,57.76,0,Train,0.0224109879179199,0
QAT98898,Middle East respiratory syndrome-related coronavirus],Camels,MERSr,35.29,34.98,99.26,41.15,38.2,35.82,35.79,99.26,0,Train,0.3537709973068728,0
AHY61337,BtVs-BetaCoV/SC2013],Bat,MERSr,36.3,36.34,67.87,42.36,37.68,34.14,34.52,67.87,0,Train,0.0003430653654679,0
AXP07345,Middle East respiratory syndrome-related coronavirus],Camels,MERSr,35.19,34.89,99.19,41.15,38.2,35.82,35.79,99.19,0,Train,0.2946241984878679,0
QGA70692,Erinaceus hedgehog coronavirus HKU31],Other,Other,33.27,34.58,57.69,42.65,40.9,33.8,37.14,57.69,0,Train,0.0230933543808698,0
ALL26396,Middle East respiratory syndrome-related coronavirus],Camels,MERSr,35.17,34.72,99.78,41.41,38.27,35.82,35.79,99.78,0,Train,0.5431345736289491,1
ALA49649,Middle East respiratory syndrome-related coronavirus],Camels,MERSr,35.19,34.63,99.63,41.28,38.29,35.82,35.79,99.63,0,Train,0.6638853755626154,1
ALA49374,Middle East respiratory syndrome-related coronavirus],Camels,MERSr,35.19,34.63,99.78,41.28,38.14,35.82,35.79,99.78,0,Train,0.5407294399667979,1
ALA49396,Middle East respiratory syndrome-related coronavirus],Camels,MERSr,35.19,34.63,99.78,41.28,38.14,35.82,35.79,99.78,0,Train,0.603213424117928,1
ASU90241,Middle East respiratory syndrome-related coronavirus],Camels,MERSr,35.19,34.89,99.7,41.28,37.93,35.82,35.79,99.7,0,Train,0.6237570895986276,1
ALA50067,Middle East respiratory syndrome-related coronavirus],Camels,MERSr,35.19,34.63,99.78,41.28,38.14,35.82,35.79,99.78,0,Train,0.5877932628277465,1
AVN89313,Middle East respiratory syndrome-related coronavirus],Camels,MERSr,35.19,34.7,99.26,41.02,38.07,35.82,35.79,99.26,0,Train,0.4828290301719976,0
AVN89291,Middle East respiratory syndrome-related coronavirus],Camels,MERSr,35.19,34.7,99.33,41.15,38.2,35.82,35.79,99.33,0,Train,0.5169797544325857,1
ALA49803,Middle East respiratory syndrome-related coronavirus],Camels,MERSr,35.19,34.63,99.63,41.28,38.14,35.82,35.79,99.63,0,Test,0.4731964061058185,0
ANF29239,Middle East respiratory syndrome-related coronavirus],Homo sapiens,MERS,35.1,34.79,99.78,41.28,37.93,35.82,35.79,99.78,1,Test,0.5916076083075538,1
AKN24749,Middle East respiratory syndrome-related coronavirus],Homo sapiens,MERS,35.1,34.79,99.85,41.28,37.93,35.82,35.79,99.85,1,Train,0.5828030230891613,1
AYV64549,Middle East respiratory syndrome-related coronavirus],Homo sapiens,MERS,35.19,34.89,99.85,41.28,37.93,35.82,35.79,99.85,1,Train,0.5081537463159078,1
QCI31469,Middle East respiratory syndrome-related coronavirus],Camels,MERSr,35.1,34.79,99.85,41.28,37.93,35.82,35.79,99.85,0,Train,0.6433384746126231,1
ALL26409,Middle East respiratory syndrome-related coronavirus],Camels,MERSr,35.19,34.63,99.85,41.28,38.14,35.82,36.07,99.85,0,Test,0.5276987941636928,1
ALW82691,Middle East respiratory syndrome-related coronavirus],Homo sapiens,MERS,34.89,34.73,99.85,41.28,37.93,35.82,35.79,99.85,1,Train,0.5881304101233864,1
ATG84756,Middle East respiratory syndrome-related coronavirus],Homo sapiens,MERS,35.1,34.79,99.85,41.28,37.93,35.98,35.79,99.85,1,Train,0.5708351638943391,1
QEJ82215,Middle East respiratory syndrome-related coronavirus],Homo sapiens,MERS,35.1,34.89,99.7,41.28,37.93,35.98,35.96,99.7,1,Train,0.5983986114941628,1
AKN24830,Middle East respiratory syndrome-related coronavirus],Homo sapiens,MERS,35.1,34.79,99.78,41.28,38.07,35.82,35.79,99.78,1,Test,0.6493614764837391,1
AXN92228,Middle East respiratory syndrome-related coronavirus],Homo sapiens,MERS,35.1,34.79,99.78,41.28,37.93,35.82,35.79,99.78,1,Train,0.6230024074086234,1
AQZ41296,Middle East respiratory syndrome-related coronavirus],Camels,MERSr,35.1,34.89,99.7,41.28,37.93,35.82,35.79,99.7,0,Train,0.4588068364299535,0
ANI69878,Middle East respiratory syndrome-related coronavirus],Camels,MERSr,34.91,34.89,99.56,41.28,37.88,35.82,35.79,99.56,0,Train,0.6320452791698506,1
ANI69889,Middle East respiratory syndrome-related coronavirus],Camels,MERSr,34.75,34.91,99.19,41.02,37.94,35.82,35.7,99.19,0,Test,0.1737641574114777,0
ASU90439,Middle East respiratory syndrome-related coronavirus],Camels,MERSr,35.1,34.89,99.78,41.28,37.93,35.82,36.07,99.78,0,Test,0.5953600307713979,1
ASU45719,Middle East respiratory syndrome-related coronavirus],Homo sapiens,MERS,35.1,34.89,99.78,41.28,37.93,35.82,35.79,99.78,1,Train,0.6129766758978379,1
ANF29184,Middle East respiratory syndrome-related coronavirus],Homo sapiens,MERS,35.1,35.08,99.7,41.28,37.93,35.82,35.79,99.7,1,Train,0.641994284274975,1
AMQ48993,Middle East respiratory syndrome-related coronavirus],Homo sapiens,MERS,35.19,34.63,99.7,41.15,38.16,35.82,35.79,99.7,1,Train,0.5139172350488691,1
ASU90549,Middle East respiratory syndrome-related coronavirus],Camels,MERSr,35.1,34.79,99.78,41.28,37.93,35.82,36.07,99.78,0,Train,0.5833977361283326,1
QGV13484,Middle East respiratory syndrome-related coronavirus],Camels,MERSr,35.19,34.79,99.33,41.15,38.32,35.82,35.79,99.33,0,Train,0.4113673590628516,0
AHX00711,Middle East respiratory syndrome-related coronavirus],Camels,MERSr,35.19,34.98,99.63,41.15,37.8,35.66,35.63,99.63,0,Train,0.5650458586042093,1
ANF29261,Middle East respiratory syndrome-related coronavirus],Homo sapiens,MERS,34.89,35.08,99.63,41.28,37.93,35.82,35.79,99.63,1,Test,0.6329690726433052,1
ASU45730,Middle East respiratory syndrome-related coronavirus],Homo sapiens,MERS,35.1,34.98,99.7,41.15,37.8,35.66,35.63,99.7,1,Train,0.7002145814570828,1
ANI69824,Middle East respiratory syndrome-related coronavirus],Camels,MERSr,35.1,34.98,99.63,41.15,37.8,35.66,35.63,99.63,0,Train,0.635451065217644,1
ASU90681,Middle East respiratory syndrome-related coronavirus],Camels,MERSr,35.1,34.89,99.85,41.28,37.93,35.82,36.07,99.85,0,Train,0.6116362657395074,1
AGV08492,Middle East respiratory syndrome-related coronavirus],Homo sapiens,MERS,35.1,34.79,99.78,41.41,38.1,35.98,35.96,99.78,1,Train,0.6010679243519016,1
ASU45818,Middle East respiratory syndrome-related coronavirus],Camels,MERSr,35.1,34.89,99.7,41.28,37.93,35.82,35.79,99.7,0,Train,0.6062128633058897,1
AHB33326,Middle East respiratory syndrome-related coronavirus],Homo sapiens,MERS,35.1,34.89,99.7,41.28,37.93,35.82,35.79,99.7,1,Train,0.5543681350444002,1
AGH58717,Human betacoronavirus 2c Jordan-N3/2012],Homo sapiens,MERS,33.22,34.79,99.7,41.15,38.2,35.82,35.79,99.7,1,Train,0.4484030190831458,0
ANC28667,Middle East respiratory syndrome-related coronavirus],Homo sapiens,MERS,35.0,34.79,99.85,41.28,37.93,35.82,35.79,99.85,1,Train,0.5699474600513601,1
AIY60528,Middle East respiratory syndrome-related coronavirus],Homo sapiens,MERS,35.1,34.89,99.7,41.28,37.93,35.82,35.79,99.7,1,Train,0.6318711471030098,1
AKM76239,Middle East respiratory syndrome-related coronavirus],Homo sapiens,MERS,35.19,34.89,99.56,41.02,37.91,35.66,35.63,99.56,1,Train,0.6439597601006426,1
AKN24803,Middle East respiratory syndrome-related coronavirus],Homo sapiens,MERS,35.0,34.63,99.7,41.02,38.77,35.82,35.79,99.7,1,Train,0.5577245838791517,1
QGW51898,Middle East respiratory syndrome-related coronavirus],Homo sapiens,MERS,35.1,34.79,99.85,41.28,37.93,35.82,35.79,99.85,1,Train,0.6047410000127412,1
ATG84877,Middle East respiratory syndrome-related coronavirus],Homo sapiens,MERS,35.1,34.54,99.7,41.28,38.02,35.82,35.81,99.7,1,Train,0.6896476771932128,1
QDI73610,Middle East respiratory syndrome-related coronavirus],Camels,MERSr,35.1,34.79,99.48,41.15,38.32,35.82,35.79,99.48,0,Train,0.4299128634541139,0
AVK87340,Middle East respiratory syndrome-related coronavirus],Homo sapiens,MERS,35.1,34.7,99.56,41.28,37.93,35.82,35.79,99.56,1,Train,0.629488165026992,1
QBF80488,Middle East respiratory syndrome-related coronavirus],Homo sapiens,MERS,34.91,34.79,99.78,41.28,37.93,35.82,35.79,99.78,1,Train,0.6652044080876203,1
ALA49660,Middle East respiratory syndrome-related coronavirus],Camels,MERSr,35.1,34.54,99.7,41.28,38.29,35.66,35.91,99.7,0,Train,0.3617639545462595,0
QBF80611,Middle East respiratory syndrome-related coronavirus],Homo sapiens,MERS,35.1,34.79,99.78,41.28,38.07,35.82,35.79,99.78,1,Train,0.5332198292309496,1
ATG84855,Middle East respiratory syndrome-related coronavirus],Homo sapiens,MERS,34.89,34.79,99.78,41.28,38.07,35.82,35.79,99.78,1,Test,0.7049967622543513,1
AKI29255,Middle East respiratory syndrome-related coronavirus],Homo sapiens,MERS,35.1,34.79,99.85,41.28,37.93,35.82,35.79,99.85,1,Train,0.55592748753636,1
ALX27232,Middle East respiratory syndrome-related coronavirus],Homo sapiens,MERS,35.1,34.79,99.78,41.28,38.07,35.98,35.79,99.78,1,Train,0.6379759422035782,1
AHI48517,Middle East respiratory syndrome-related coronavirus],Homo sapiens,MERS,35.1,34.79,99.85,41.28,37.97,35.82,35.79,99.85,1,Train,0.5590520512949043,1
ALW82753,Middle East respiratory syndrome-related coronavirus],Homo sapiens,MERS,35.13,34.72,99.7,41.28,38.14,35.82,36.07,99.7,1,Test,0.3880339417618489,0
ALA49363,Middle East respiratory syndrome-related coronavirus],Camels,MERSr,35.1,34.79,99.85,41.28,37.93,35.82,35.79,99.85,0,Train,0.5629724939116921,1
