Accession,Slide,Human,Human_prob,Source
AXN73437,slide3,1,0.6196773483688681,Train
ABP87990,slide1,0,0.023196425837541914,Train
ABP87990,slide2,0,0.008281875184607662,Train
ABP87990,slide3,0,0.005251751698229815,Train
QCC26602,slide1,0,3.877961621694771e-08,Train
QCC26602,slide2,0,0.0020884844277251294,Train
QCC26602,slide3,0,7.567533497044633e-06,Train
ALM09375,slide1,0,0.0005005870173107526,Train
ALM09375,slide2,0,5.588639974107365e-07,Train
ALM09375,slide3,0,3.946607077287284e-07,Train
QCQ19798,slide1,0,1.3501686734426674e-07,Train
QCQ19798,slide2,0,0.003060270389725411,Train
QCQ19798,slide3,0,2.7175464023340493e-06,Train
AKO90055,slide1,0,2.3978626801391744e-08,Train
AKO90055,slide2,0,0.00019336349899365174,Train
AKO90055,slide3,0,0.0007080024064758443,Train
AKA65829,slide1,0,3.329456505712808e-11,Train
AKA65829,slide2,0,0.0018135161004072216,Train
AKA65829,slide3,0,1.66493987425265e-07,Train
ADL71466,slide1,0,0.006855347925086746,Train
ADL71466,slide2,0,8.487273908331918e-08,Train
ADL71466,slide3,0,6.072359614487423e-07,Train
AWM11486,slide1,0,5.622265429403792e-08,Train
AWM11486,slide2,0,0.001896707701042985,Train
AWM11486,slide3,0,7.528546370258407e-06,Train
AVU05494,slide1,0,5.276813157979854e-08,Train
AVU05494,slide2,0,0.002144281366350744,Train
AVU05494,slide3,0,4.2444926098438705e-06,Train
AYR18481,slide1,0,0.0002755916506892732,Train
AYR18481,slide2,0,6.54305983677532e-13,Train
AYR18481,slide3,0,1.4958713437142276e-06,Train
AJP67402,slide1,0,1.16862518229419e-07,Train
AJP67402,slide2,0,0.0006143528561546006,Train
AJP67402,slide3,0,8.861578782261498e-06,Train
AID57063,slide1,0,5.7407465450010663e-08,Train
AID57063,slide2,0,0.0031239072725350267,Train
AID57063,slide3,0,3.0311534160700343e-06,Train
QCQ19960,slide1,0,2.6124908674619903e-07,Train
QCQ19960,slide2,0,0.004055284860871432,Train
QCQ19960,slide3,0,1.53756686992524e-06,Train
MK211376,slide1,0,0.01467139686303348,Train
MK211376,slide2,0,0.06362796942536848,Train
MK211376,slide3,0,0.11246886303352241,Train
AYR18625,slide1,0,0.0005205613137207211,Train
AYR18625,slide2,0,1.6653032582606722e-05,Train
AYR18625,slide3,0,0.08878425039132683,Train
QEG03731,slide1,1,0.9999412978407825,Train
QEG03731,slide2,1,0.9962494046525813,Train
QEG03731,slide3,1,0.9959059611053641,Train
QOU12295,slide1,0,1.0492700800370411e-07,Train
QOU12295,slide2,0,8.864669613943285e-06,Train
QOU12295,slide3,0,0.014608450083187705,Train
AIV41963,slide1,1,0.959084136118231,Train
AIV41963,slide2,1,0.9613068645316429,Train
AIV41963,slide3,1,0.9690637190607223,Train
QED88040,slide1,1,0.9985813158420543,Train
QED88040,slide2,1,0.957442061788802,Train
QED88040,slide3,1,0.9081528790276197,Train
AFG19742,slide1,0,4.676075351051127e-11,Train
AFG19742,slide2,0,0.000951956005022324,Train
AFG19742,slide3,0,7.559199364413143e-07,Train
QCQ20074,slide1,0,1.1017919286287855e-05,Train
QCQ20074,slide2,0,0.00035351678728822334,Train
QCQ20074,slide3,0,5.193266139762343e-06,Train
AY559091,slide1,1,0.9300517467700247,Train
AY559091,slide2,1,0.664535573336639,Train
AY559091,slide3,1,0.9946083710354453,Train
ASY91956,slide1,0,9.76451807007202e-08,Train
ASY91956,slide2,0,0.0031512233053208358,Train
ASY91956,slide3,0,2.7740349895487022e-06,Train
ATN37896,slide1,0,0.023922075813286394,Train
ATN37896,slide2,0,0.004459338336250344,Train
ATN37896,slide3,0,0.3109278130702267,Train
AWM11462,slide1,0,2.5475066625656515e-08,Train
AWM11462,slide2,0,0.0008685254652099064,Train
AWM11462,slide3,0,1.2447356952738937e-05,Train
ARK08642,slide1,1,0.7404197558929081,Train
ARK08642,slide2,1,0.5916325952328256,Train
ARK08642,slide3,1,0.6361496689327333,Train
AIA62212,slide1,0,2.2574377941798428e-09,Train
AIA62212,slide2,0,0.0004914737585978875,Train
AIA62212,slide3,0,0.0005588711819712889,Train
ASU45719,slide1,1,0.6738219476274923,Train
ASU45719,slide2,1,0.48856147282776535,Train
ASU45719,slide3,1,0.551516915531324,Train
AXX83321,slide1,1,0.9482167133244268,Train
AXX83321,slide2,1,0.9761723734172886,Train
AXX83321,slide3,1,0.9473116390011321,Train
AIV41855,slide1,1,0.9857089194325845,Train
AIV41855,slide2,1,0.9661688544447723,Train
AIV41855,slide3,1,0.9890380024869418,Train
ASL68953,slide1,0,0.0005037551039762822,Train
ASL68953,slide2,0,0.03248690271978612,Train
ASL68953,slide3,0,7.279917906179455e-06,Train
AIV41891,slide1,1,0.981808984673203,Train
AIV41891,slide2,1,0.9506919698033247,Train
AIV41891,slide3,1,0.9834648674603619,Train
QDF43790,slide1,0,4.044223338781896e-12,Train
QDF43790,slide2,0,2.4437488696198596e-07,Train
QDF43790,slide3,0,0.002143447216573748,Train
QBP84722,slide1,1,0.9916477306371071,Train
QBP84722,slide2,1,0.8898898285561587,Train
QBP84722,slide3,1,0.966630397495287,Train
ATG84833,slide1,1,0.45011766361044525,Train
ATG84833,slide2,1,0.6170808357963633,Train
ATG84833,slide3,1,0.6103149982572863,Train
APG31005,slide1,0,4.9410457573076314e-08,Train
APG31005,slide2,0,6.12851891050751e-06,Train
APG31005,slide3,0,0.004356195907556447,Train
AGM75126,slide1,0,0.0072133127054334395,Train
AGM75126,slide2,0,1.4303367627885533e-08,Train
AGM75126,slide3,0,1.0080788599812927e-11,Train
AY394987,slide1,1,0.6404425727044527,Train
AY394987,slide2,1,0.6513173294749101,Train
AY394987,slide3,1,0.7236360851541127,Train
HQ890534,slide1,0,0.6973304555464578,Train
HQ890534,slide2,0,0.546266367023969,Train
HQ890534,slide3,0,0.6198250495074622,Train
AYR18549,slide1,0,0.0034377400966404577,Train
AYR18549,slide2,0,1.754375526552599e-08,Train
AYR18549,slide3,0,0.01432273426259882,Train
AGT51422,slide1,1,0.8141708719905545,Train
AGT51422,slide2,1,0.8315159093167857,Train
AGT51422,slide3,1,0.5903877042069162,Train
ABN10919,slide1,0,0.03669638578439448,Train
ABN10919,slide2,0,7.567857459109885e-05,Train
ABN10919,slide3,0,0.00011440632269445505,Train
ALA49451,slide1,0,0.6123217058301962,Train
ALA49451,slide2,0,0.5673329264696666,Train
ALA49451,slide3,0,0.4760752422064317,Train
AVM80466,slide1,0,4.392903119781196e-06,Train
AVM80466,slide2,0,0.009789550893064627,Train
AVM80466,slide3,0,5.003564986017234e-10,Train
QCQ19816,slide1,0,1.2468902930468213e-07,Train
QCQ19816,slide2,0,0.0016119443083429273,Train
QCQ19816,slide3,0,3.1212040305429484e-06,Train
AKJ21953,slide1,0,6.266971362355246e-08,Train
AKJ21953,slide2,0,0.0030350659700108377,Train
AKJ21953,slide3,0,2.441961838346493e-06,Train
AVU05354,slide1,0,9.514245492707923e-08,Train
AVU05354,slide2,0,0.0033921514538601144,Train
AVU05354,slide3,0,3.2679783892889193e-06,Train
AKJ21719,slide1,0,4.506984118860041e-08,Train
AKJ21719,slide2,0,0.004210143438187055,Train
AKJ21719,slide3,0,2.3581332003176772e-06,Train
ALL27302,slide1,0,1.3777689595225275e-07,Train
ALL27302,slide2,0,0.0024605279523878666,Train
ALL27302,slide3,0,4.312977851586355e-06,Train
ARU07594,slide1,1,0.9993066520521505,Train
ARU07594,slide2,1,0.8926033262851556,Train
ARU07594,slide3,1,0.8126451734713427,Train
ARC95219,slide1,0,0.11651321255353732,Train
ARC95219,slide2,0,0.020132214501144528,Train
ARC95219,slide3,0,0.024117616651677148,Train
AZL47210,slide1,0,4.096903192901871e-09,Train
AZL47210,slide2,0,0.0013530592630017961,Train
AZL47210,slide3,0,0.000630173083560005,Train
AVZ61119,slide1,0,0.23429364498199867,Train
AVZ61119,slide2,0,0.06620375625460247,Train
AVZ61119,slide3,0,0.11500714260517551,Train
ANJ04974,slide1,0,0.17753707859300907,Train
ANJ04974,slide2,0,0.051894875209782594,Train
ANJ04974,slide3,0,0.15584898818651158,Train
DQ412619,slide1,1,0.9553913862448681,Train
DQ412619,slide2,1,0.9319250077817717,Train
DQ412619,slide3,1,0.9427069807139701,Train
AIV41921,slide1,1,0.9750707386582219,Train
AIV41921,slide2,1,0.9653980957383811,Train
AIV41921,slide3,1,0.9803558302218989,Train
ALW82691,slide1,1,0.6337091909088708,Train
ALW82691,slide2,1,0.5602113074087182,Train
ALW82691,slide3,1,0.5298517920676542,Train
AFD98785,slide1,1,0.9627185589416125,Train
AFD98785,slide2,1,0.9789979171722216,Train
AFD98785,slide3,1,0.9884646057214879,Train
AKJ85723,slide1,0,7.490182814284205e-06,Train
AKJ85723,slide2,0,0.00026701267242570915,Train
AKJ85723,slide3,0,7.4521077222622906e-06,Train
AJO27003,slide1,0,2.767437341953599e-13,Train
AJO27003,slide2,0,8.596495141357302e-09,Train
AJO27003,slide3,0,5.659790925961488e-10,Train
ABQ57216,slide1,0,7.453090345201938e-10,Train
ABQ57216,slide2,0,6.832256020819725e-07,Train
ABQ57216,slide3,0,0.13242084502287552,Train
AJP67450,slide1,0,1.0843336315631324e-07,Train
AJP67450,slide2,0,0.011951529230875686,Train
AJP67450,slide3,0,3.735123182568551e-06,Train
AIV41813,slide1,1,0.9718672137505268,Train
AIV41813,slide2,1,0.9692549827386646,Train
AIV41813,slide3,1,0.9830355804358848,Train
AHY22565,slide1,0,0.49757608626069383,Train
AHY22565,slide2,0,0.4782953326944676,Train
AHY22565,slide3,0,0.44349974589154306,Train
ARE30008,slide1,1,0.9763495701869828,Train
ARE30008,slide2,1,0.9655384159354184,Train
ARE30008,slide3,1,0.9850007491168592,Train
ACT11019,slide1,0,0.30573772178286357,Train
ACT11019,slide2,0,0.10487402354404411,Train
ACT11019,slide3,0,0.06550021140863453,Train
ASU89966,slide1,0,0.5487481715931324,Train
ASU89966,slide2,0,0.5118451373092929,Train
ASU89966,slide3,0,0.5892751178084905,Train
AY559093,slide1,1,0.6211675833426861,Train
AY559093,slide2,1,0.6118684727575776,Train
AY559093,slide3,1,0.7670713481792684,Train
AID57087,slide1,0,1.472451431773082e-07,Train
AID57087,slide2,0,0.0023503014184359343,Train
AID57087,slide3,0,4.432740288317702e-06,Train
AYR18442,slide1,0,0.000931976693036026,Train
AYR18442,slide2,0,4.856836114676642e-13,Train
AYR18442,slide3,0,3.232657824016485e-06,Train
AVK87417,slide1,1,0.4192435523479856,Train
AVK87417,slide2,1,0.5052574209300896,Train
AVK87417,slide3,1,0.5583117262454423,Train
ASU90681,slide1,0,0.5798707636463786,Train
ASU90681,slide2,0,0.5410214162953539,Train
ASU90681,slide3,0,0.5473334851128425,Train
ASU90802,slide1,0,0.6732719231944133,Train
ASU90802,slide2,0,0.6013434777389267,Train
ASU90802,slide3,0,0.5458835281174754,Train
QED88019,slide1,1,0.9982902707263462,Train
QED88019,slide2,1,0.7211191287315993,Train
QED88019,slide3,1,0.8090540332263899,Train
AFD98750,slide1,1,0.9983710186392153,Train
AFD98750,slide2,1,0.7602931349404943,Train
AFD98750,slide3,1,0.8437876211629491,Train
QKV43799,slide1,0,1.768898114352771e-07,Train
QKV43799,slide2,0,2.222762685661528e-06,Train
QKV43799,slide3,0,0.005342348642972989,Train
AZP03043,slide1,0,8.596302208183359e-08,Train
AZP03043,slide2,0,0.005396752443395622,Train
AZP03043,slide3,0,2.2136365195311717e-06,Train
AZL47204,slide1,0,1.3776441289365982e-05,Train
AZL47204,slide2,0,0.00011676740342170516,Train
AZL47204,slide3,0,4.846207116214333e-07,Train
QHQ97039,slide1,0,0.002134028953287315,Train
QHQ97039,slide2,0,0.005054896431282398,Train
QHQ97039,slide3,0,1.2868887950778094e-09,Train
YP_009824974,slide1,0,7.857281116177346e-05,Train
YP_009824974,slide2,0,0.00022903508326493912,Train
YP_009824974,slide3,0,3.6399532929666855e-06,Train
AIV41777,slide1,1,0.9381596984123206,Train
AIV41777,slide2,1,0.9342052178390429,Train
AIV41777,slide3,1,0.9595047753038143,Train
YP_009273005,slide1,0,9.39977170257688e-05,Train
YP_009273005,slide2,0,6.405344582696625e-07,Train
YP_009273005,slide3,0,0.0017402987008607383,Train
ALL74066,slide1,0,8.698123690697813e-08,Train
ALL74066,slide2,0,0.0037090553135583383,Train
ALL74066,slide3,0,3.2282064146805165e-06,Train
QKV43733,slide1,0,1.6653372972498958e-07,Train
QKV43733,slide2,0,4.510461317547833e-06,Train
QKV43733,slide3,0,0.011479608702617867,Train
AY394985,slide1,1,0.524304658370407,Train
AY394985,slide2,1,0.6446539557708894,Train
AY394985,slide3,1,0.6761330133981751,Train
ADM33582,slide1,0,0.05949775098097001,Train
ADM33582,slide2,0,4.1091283054475575e-08,Train
ADM33582,slide3,0,5.241598933326866e-05,Train
AJO26993,slide1,0,3.3502385614584307e-13,Train
AJO26993,slide2,0,4.815782357595541e-09,Train
AJO26993,slide3,0,7.469407041304559e-10,Train
AKJ21941,slide1,0,7.155597617031376e-08,Train
AKJ21941,slide2,0,0.0031014995920705096,Train
AKJ21941,slide3,0,3.061143556765442e-06,Train
AKN24812,slide1,1,0.6280246220616011,Train
AKN24812,slide2,1,0.5662521863201522,Train
AKN24812,slide3,1,0.3016887172969091,Train
QGV13484,slide1,0,0.5948114782276074,Train
QGV13484,slide2,0,0.3670221562067855,Train
QGV13484,slide3,0,0.5026240547784628,Train
AGN29320,slide1,0,5.452480283354193e-06,Train
AGN29320,slide2,0,0.0006187117426319834,Train
AGN29320,slide3,0,1.0240523551611886e-05,Train
DQ514531,slide1,0,0.6427758880063938,Train
DQ514531,slide2,0,0.6699373896528996,Train
DQ514531,slide3,0,0.5843566652563463,Train
AKJ22193,slide1,0,5.915988427084509e-08,Train
AKJ22193,slide2,0,0.0022580556237387895,Train
AKJ22193,slide3,0,3.2737837489790424e-06,Train
QBO24669,slide1,0,1.272354889225512e-07,Train
QBO24669,slide2,0,0.0007470090783124787,Train
QBO24669,slide3,0,1.8716705385824794e-06,Train
ANI85782,slide1,0,5.994769885401846e-08,Train
ANI85782,slide2,0,0.0008763247791725746,Train
ANI85782,slide3,0,3.3572678577279666e-06,Train
AIV41873,slide1,1,0.9318235985859155,Train
AIV41873,slide2,1,0.9838995724437127,Train
AIV41873,slide3,1,0.9399821085908789,Train
AHI48528,slide1,1,0.5002060025457588,Train
AHI48528,slide2,1,0.7388916098655552,Train
AHI48528,slide3,1,0.5724157377872984,Train
QCQ20056,slide1,0,1.3820853983184526e-07,Train
QCQ20056,slide2,0,0.007286904258135484,Train
QCQ20056,slide3,0,5.118080383685359e-06,Train
AY648300,slide1,1,0.7098385499772757,Train
AY648300,slide2,1,0.6399201252208451,Train
AY648300,slide3,1,0.7663366756622421,Train
AKJ21773,slide1,0,5.658548848474471e-08,Train
AKJ21773,slide2,0,0.0020915829105105877,Train
AKJ21773,slide3,0,2.478219833326199e-06,Train
MT040336,slide1,0,0.00025332120194003965,Train
MT040336,slide2,0,7.79974508701635e-05,Train
MT040336,slide3,0,0.0031009817792997585,Train
AID56685,slide1,0,8.945863327005462e-08,Train
AID56685,slide2,0,0.00171591436626368,Train
AID56685,slide3,0,2.0832804876184785e-06,Train
AEK25521,slide1,0,3.7251196319724385e-13,Train
AEK25521,slide2,0,5.305765777554234e-11,Train
AEK25521,slide3,0,0.0004034177679887615,Train
ALA50256,slide1,0,0.35148303856727975,Train
ALA50256,slide2,0,0.6784592253778825,Train
ALA50256,slide3,0,0.6921111122430238,Train
QCI31480,slide1,0,0.5739745932628002,Train
QCI31480,slide2,0,0.595296886923579,Train
QCI31480,slide3,0,0.5606318197380751,Train
AFB74181,slide1,0,1.243485325876475e-07,Train
AFB74181,slide2,0,0.005480706463872692,Train
AFB74181,slide3,0,1.8547188040352862e-06,Train
QEG03740,slide1,1,0.8752297179838933,Train
QEG03740,slide2,1,0.9519003038349206,Train
QEG03740,slide3,1,0.9449303360492342,Train
AYR18616,slide1,0,0.0342946482353195,Train
AYR18616,slide2,0,0.4281452348771192,Train
AYR18616,slide3,0,0.06180851961012404,Train
YP_009256197,slide1,0,1.4617444526043758e-05,Train
YP_009256197,slide2,0,0.015023933657338407,Train
YP_009256197,slide3,0,2.4892302723426303e-06,Train
AY545919,slide1,0,0.5154153227400236,Train
AY545919,slide2,0,0.6878435837789911,Train
AY545919,slide3,0,0.4753781119101217,Train
AFD98834,slide1,1,0.9580006342172752,Train
AFD98834,slide2,1,0.9748688156437751,Train
AFD98834,slide3,1,0.985773902299005,Train
AY278489,slide1,1,0.5527857138433145,Train
AY278489,slide2,1,0.6807940456042586,Train
AY278489,slide3,1,0.6209194618409101,Train
ASU90307,slide1,0,0.6074091842252269,Train
ASU90307,slide2,0,0.5776224028419803,Train
ASU90307,slide3,0,0.5720334898798198,Train
AH013709,slide1,1,0.9594008577088314,Train
AH013709,slide2,1,0.8773790233214402,Train
AH013709,slide3,1,0.9659341296389042,Train
ALA50144,slide1,0,0.40947972270779337,Train
ALA50144,slide2,0,0.6082310218675843,Train
ALA50144,slide3,0,0.7379163876674016,Train
ART85697,slide1,0,1.2961447275143456e-07,Train
ART85697,slide2,0,0.0021411783371096675,Train
ART85697,slide3,0,2.4587247666910625e-06,Train
AID56721,slide1,0,8.900276088584599e-08,Train
AID56721,slide2,0,0.0038432403930331485,Train
AID56721,slide3,0,2.2567307955478566e-06,Train
AY572038,slide1,0,0.563143979135669,Train
AY572038,slide2,0,0.5489320901720534,Train
AY572038,slide3,0,0.4324498001901497,Train
AIA62200,slide1,0,4.141997353725389e-08,Train
AIA62200,slide2,0,0.004728632915411321,Train
AIA62200,slide3,0,5.472590408089895e-06,Train
AFU92113,slide1,0,4.686325835368414e-06,Train
AFU92113,slide2,0,1.0309675077384157e-06,Train
AFU92113,slide3,0,0.000610207751349495,Train
AVU05340,slide1,0,4.705456900787136e-08,Train
AVU05340,slide2,0,0.0016671208741408407,Train
AVU05340,slide3,0,2.4911768307959628e-06,Train
AGT17769,slide1,1,0.8420283241835863,Train
AGT17769,slide2,1,0.8916360444856175,Train
AGT17769,slide3,1,0.9989798866741115,Train
AYR18585,slide1,0,0.06373880575120044,Train
AYR18585,slide2,0,0.0017906259548634508,Train
AYR18585,slide3,0,1.1936024086546846e-07,Train
AGZ84526,slide1,0,2.7830332611886712e-06,Train
AGZ84526,slide2,0,2.923862037582925e-12,Train
AGZ84526,slide3,0,0.0006711941111376339,Train
AID56871,slide1,0,7.405433552103844e-08,Train
AID56871,slide2,0,0.004046298369090103,Train
AID56871,slide3,0,3.9148211794487615e-06,Train
ANC28678,slide1,1,0.6673602533609744,Train
ANC28678,slide2,1,0.5588878283922303,Train
ANC28678,slide3,1,0.6028220447260717,Train
QGQ60294,slide1,0,8.1896458447526e-08,Train
QGQ60294,slide2,0,2.7533220402126212e-06,Train
QGQ60294,slide3,0,0.01935962700174399,Train
QGZ28404,slide1,0,1.2766195019142376e-08,Train
QGZ28404,slide2,0,0.00045653581973998167,Train
QGZ28404,slide3,0,0.0003196948640895403,Train
MK211377,slide1,0,0.019446709147993454,Train
MK211377,slide2,0,0.008390023031443731,Train
MK211377,slide3,0,6.259555451136584e-05,Train
AFC98504,slide1,0,1.0346998295029922e-07,Train
AFC98504,slide2,0,0.001296389434683897,Train
AFC98504,slide3,0,2.688201769765608e-06,Train
ASO96550,slide1,0,1.0337446968318417e-05,Train
ASO96550,slide2,0,0.0002850107042050576,Train
ASO96550,slide3,0,7.261296496513787e-06,Train
QOE77268,slide1,0,3.3431303278015506e-07,Train
QOE77268,slide2,0,0.42205898631842276,Train
QOE77268,slide3,0,0.0009599217204573659,Train
FJ882956,slide1,1,0.7137407191677103,Train
FJ882956,slide2,1,0.6448738667798308,Train
FJ882956,slide3,1,0.7855424267018992,Train
QEG03776,slide1,1,0.9174408486092532,Train
QEG03776,slide2,1,0.9352997653702126,Train
QEG03776,slide3,1,0.9797142056669422,Train
ASU90549,slide1,0,0.6486863586265411,Train
ASU90549,slide2,0,0.5946788665938162,Train
ASU90549,slide3,0,0.5649367206549394,Train
ANA67917,slide1,0,1.7206499582947886e-07,Train
ANA67917,slide2,0,0.002852234333293052,Train
ANA67917,slide3,0,3.828067550357854e-06,Train
AY304491,slide1,1,0.9435233696016951,Train
AY304491,slide2,1,0.3564528172195115,Train
AY304491,slide3,1,0.48789477971905454,Train
DQ412599,slide1,1,0.9562902604914152,Train
DQ412599,slide2,1,0.9009389952844498,Train
DQ412599,slide3,1,0.9530920428643845,Train
YP_009199242,slide1,0,1.0675192085680313e-06,Train
YP_009199242,slide2,0,0.0007893498930788653,Train
YP_009199242,slide3,0,3.431965913340112e-06,Train
AQW35007,slide1,0,8.464397872467479e-08,Train
AQW35007,slide2,0,0.002363329459177736,Train
AQW35007,slide3,0,1.0383434154259414e-06,Train
AVZ61129,slide1,0,0.15595215808416446,Train
AVZ61129,slide2,0,0.05917760760950211,Train
AVZ61129,slide3,0,0.09633090977035477,Train
QCQ19828,slide1,0,1.0718902673444026e-07,Train
QCQ19828,slide2,0,0.005105961571464845,Train
QCQ19828,slide3,0,4.59236604050123e-06,Train
AQX36342,slide1,0,4.057373551859408e-09,Train
AQX36342,slide2,0,0.000958628372490911,Train
AQX36342,slide3,0,0.00029061158517335923,Train
QEG03757,slide1,1,0.8612329931204157,Train
QEG03757,slide2,1,0.9564365456542931,Train
QEG03757,slide3,1,0.9467565028348401,Train
FJ882949,slide1,1,0.6180634191198118,Train
FJ882949,slide2,1,0.6920638078851554,Train
FJ882949,slide3,1,0.7022675436815626,Train
ANI85776,slide1,0,8.994564819709121e-08,Train
ANI85776,slide2,0,0.002824085099431965,Train
ANI85776,slide3,0,7.89261552138609e-06,Train
AY304495,slide1,1,0.6077410494000066,Train
AY304495,slide2,1,0.7464876780531235,Train
AY304495,slide3,1,0.7629574603661387,Train
AMD11197,slide1,0,1.654206114547674e-06,Train
AMD11197,slide2,0,4.22074230319094e-16,Train
AMD11197,slide3,0,3.7549199462383027e-10,Train
ARE29967,slide1,1,0.9465914388731738,Train
ARE29967,slide2,1,0.9625004476169134,Train
ARE29967,slide3,1,0.9890078041092413,Train
AIV41861,slide1,1,0.9869193443418911,Train
AIV41861,slide2,1,0.9651230797582859,Train
AIV41861,slide3,1,0.992953499572674,Train
QDI73610,slide1,0,0.5830404259699454,Train
QDI73610,slide2,0,0.3766640015295405,Train
QDI73610,slide3,0,0.4746207211097081,Train
AY627048,slide1,0,0.6485834860021994,Train
AY627048,slide2,0,0.5499350894480732,Train
AY627048,slide3,0,0.4842947105749844,Train
AGT51760,slide1,1,0.9799173827123895,Train
AGT51760,slide2,1,0.9920767753245205,Train
AGT51760,slide3,1,0.98092649089306,Train
QEY10633,slide1,0,0.17439461921808794,Train
QEY10633,slide2,0,0.14045443982291544,Train
QEY10633,slide3,0,0.12204754450999733,Train
ARK08627,slide1,1,0.9507827730203511,Train
ARK08627,slide2,1,0.9788392230227041,Train
ARK08627,slide3,1,0.979699264978059,Train
QBR98161,slide1,0,1.5596685955603488e-09,Train
QBR98161,slide2,0,1.0623110319204125e-07,Train
QBR98161,slide3,0,0.22399157502621625,Train
AUG98141,slide1,0,1.5990333332339143e-13,Train
AUG98141,slide2,0,3.2036232029579416e-15,Train
AUG98141,slide3,0,0.0011763632625342117,Train
AY687368,slide1,0,0.6897552147930452,Train
AY687368,slide2,0,0.5624082696759249,Train
AY687368,slide3,0,0.46184225417334374,Train
FJ882931,slide1,1,0.683798555343564,Train
FJ882931,slide2,1,0.6665371259133739,Train
FJ882931,slide3,1,0.7717946122172876,Train
QCQ19876,slide1,0,1.5164527293212367e-07,Train
QCQ19876,slide2,0,0.002804939172584792,Train
QCQ19876,slide3,0,4.3540823189945725e-06,Train
AHY21469,slide1,1,0.6911999331789321,Train
AHY21469,slide2,1,0.3749778746760739,Train
AHY21469,slide3,1,0.5472790867206659,Train
AKJ22199,slide1,0,1.5538859902407923e-07,Train
AKJ22199,slide2,0,0.0020345381970451808,Train
AKJ22199,slide3,0,4.54414721033459e-06,Train
AKC34872,slide1,0,8.81883467774377e-08,Train
AKC34872,slide2,0,5.070350460570988e-06,Train
AKC34872,slide3,0,0.009938259720426333,Train
AFD98771,slide1,1,0.9217758552915191,Train
AFD98771,slide2,1,0.9754508045447252,Train
AFD98771,slide3,1,0.9884046205129016,Train
AJC98127,slide1,1,0.9318235098013583,Train
AJC98127,slide2,1,0.9237383710810605,Train
AJC98127,slide3,1,0.939567353625784,Train
AHY22555,slide1,0,0.48121668693735326,Train
AHY22555,slide2,0,0.5004450703544221,Train
AHY22555,slide3,0,0.41361694543096195,Train
AYR18412,slide1,0,4.133771417799017e-05,Train
AYR18412,slide2,0,9.848987174697779e-13,Train
AYR18412,slide3,0,1.6134548876852556e-07,Train
AAL57308,slide1,0,0.1625478986097855,Train
AAL57308,slide2,0,0.0620018909349175,Train
AAL57308,slide3,0,0.06869096530784775,Train
QOC68774,slide1,0,1.2507632096614378e-07,Train
QOC68774,slide2,0,3.917580591159865e-06,Train
QOC68774,slide3,0,0.03508878805693595,Train
QCC26581,slide1,0,3.008681378053749e-06,Train
QCC26581,slide2,0,0.006228218851177122,Train
QCC26581,slide3,0,3.5804363588590676e-08,Train
AVU05403,slide1,0,7.424395749585026e-08,Train
AVU05403,slide2,0,0.0029919841847311853,Train
AVU05403,slide3,0,1.154927623132989e-06,Train
AID56895,slide1,0,8.158360647800236e-08,Train
AID56895,slide2,0,0.0016702109098610297,Train
AID56895,slide3,0,3.692904535483111e-06,Train
AIV41879,slide1,1,0.9944089233290648,Train
AIV41879,slide2,1,0.9440222936048707,Train
AIV41879,slide3,1,0.9680589862231901,Train
ALP06210,slide1,0,4.803863233802096e-08,Train
ALP06210,slide2,0,0.003037924482330752,Train
ALP06210,slide3,0,1.1431092061334661e-05,Train
QBM11737,slide1,0,0.4279659609496297,Train
QBM11737,slide2,0,0.2968405813964376,Train
QBM11737,slide3,0,0.48235972340507943,Train
KY417143,slide1,0,0.009067780285186806,Train
KY417143,slide2,0,0.028425804270905356,Train
KY417143,slide3,0,0.00034148782368809507,Train
AID56751,slide1,0,1.1165268808223237e-07,Train
AID56751,slide2,0,3.0778132705413926e-06,Train
AID56751,slide3,0,0.01677004375940677,Train
AFP81695,slide1,0,7.538181468788592e-09,Train
AFP81695,slide2,0,0.0003368522247952742,Train
AFP81695,slide3,0,0.00039780517659175775,Train
JX993987,slide1,0,0.0018615234936367332,Train
JX993987,slide2,0,6.107693850980999e-07,Train
JX993987,slide3,0,0.018926168526890653,Train
DQ412614,slide1,1,0.6569410768738397,Train
DQ412614,slide2,1,0.5997360905096997,Train
DQ412614,slide3,1,0.6427687041779395,Train
AQK38168,slide1,0,1.2060701528219725e-07,Train
AQK38168,slide2,0,0.002760035244992582,Train
AQK38168,slide3,0,4.179495883053753e-06,Train
AGW27872,slide1,1,0.9767394781732203,Train
AGW27872,slide2,1,0.9922568964342214,Train
AGW27872,slide3,1,0.8753003653216341,Train
AID56793,slide1,0,1.1746743903337639e-07,Train
AID56793,slide2,0,0.002064855427806168,Train
AID56793,slide3,0,3.957856794516323e-06,Train
AVQ05264,slide1,1,0.9542995795045978,Train
AVQ05264,slide2,1,0.945448644601424,Train
AVQ05264,slide3,1,0.9440310350959354,Train
ALW82742,slide1,1,0.5616175612319111,Train
ALW82742,slide2,1,0.6181477531557616,Train
ALW82742,slide3,1,0.5867093559764666,Train
QBF80499,slide1,1,0.6657643220886771,Train
QBF80499,slide2,1,0.6060042997546259,Train
QBF80499,slide3,1,0.7030558651858125,Train
AVU05389,slide1,0,4.6988728918211876e-08,Train
AVU05389,slide2,0,0.0028202761545518423,Train
AVU05389,slide3,0,3.869629379277871e-06,Train
